reviews,ratings,reviews_en
มาทำแผลรถล้ม มาถึงคือยื่นบัตรปกติ พยาบาลกับผู้ช่วยพยาบาลที่ซักประวัติพูดจาแย่มาก!!!!! ชุ่ยมาก ไม่มีมารยาท ใช้คำพูดและวาจาที่ไม่เหมาะสมสุดๆ คิดบ้างนะคะไม่มีใครอยากมาโรงพยาบาลกรอกค่ะถ้าเขาไม่ได้บาดเจ็บหรือป่วยอะไรจริงๆ คุณทำอาชีพนี้ควรที่จะคิดและไตร่ตรองก่อนแสดงกริยาท่าทางใดๆออกมา การกระทำของคุณวันนี้คุณไม่ควรที่จะมาทำหน้าที่ตรงนี้เลยค่ะ,0,"The car wound down to the normal card is submitted. Nurses with nursing assistants history flattering terrible !!!!! Casual, very rude and verbally abusive words around. I thought no one would come to the hospital if he did not fill me really sick or injured. You should do this before the verb to think and ponder pose any out. Your actions today, you are not supposed to act right now."
แผนกกระดูก พยาบาลจำนวนหลายคนบริการที่แตกต่างกันมาก ทั้งๆที่ทำงานเท่าๆกัน แต่บางคนเลือกที่จะแสดงออกมาอย่างยิ้มแย้ม พร้อมจะตอบคำถาม พูดคุยถามทุกสุขดิบ บางคนแค่ถามคำถามเล็กน้อยที่ไม่เหนือบากกว่าแรงเลย ทำสีหน้าไม่ดี พูดจาประชดประชัน มองหางตา ทั้งๆที่เราไม่ได้ถามอะไรที่ผิดด้วยซ้ำ ทุกอาชีพมีหน้าที่ที่ต้องรับผิดชอบแตกต่างกันออกไป ดังนั้นอาชีพพยาบาลที่คุณเลือกที่จะทำแล้วคุณต้องทำมันให้ดีที่สุด ไม่ใช่ว่าจะอ้างอยู่ตลอดว่าคนเยอะ ร้อน เหนื่อย กาอนทำงานคุณต้องทราบดีอยู่แล้วว่าอาชีพของคุณคืออาชีพบริการและเป็นหารบริการคนที่ไม่สบายทั้งกายและใจ หมดความรู้สึกมากและหมดคำจะพูด ที่เลือกที่นี่เพราะหมอดีและเก่งจริงๆ ไม่งั้นไม่มาแน่นอนเพียงเพราะพยาบาลทำลายบรรยากาศของสถานที่ที่คนมาฝากความหวังและกำลังใจ ....,0,"Many orthopedic department nursing services are very different. It works equally However, some people choose to act out smiling. Ready to answer questions Enjoyed talking to all the raw Some people just do not ask the question a little more than a notch above all. Do not look good Tongued ridicule looking eyes even though we did not ask what was wrong with it. Every profession has a responsibility to differ. The nursing profession you choose to do, you do it to the best. It is not that all that really hot and tiring work, you need to check before you know already that your career is a career services division and a service person is sick, both physically and mentally. I feel great and I have to say a word. The choice here is really good and the doctor. Do not destroy the atmosphere of the nursing course, just because a place where people come hope and encouragement ...."
น่าจะติดลบมากกว่า ------0000000-------------,0,More likely to be negative 0000000 ------------- ------
เมื่อวันที่25/03/59ผมไปตรวจตาเพราะตาเจ็บและแดงที่ห้องจักษุหมอบอกว่าตาติดเชื่อแต่ผมมองเหนและหมอได้ขูดเอากระจกตาผมจึงทำให้ผมมองไม่ชัดแต่หมอบอกว่าวันเดียวผมมองไม่ชัดมา4วันแล้วผมกลัวว่าจะมองไม่เหนอีกเลยโรงบาลจะต่องรับผิดชอบด้วยนะหมอที่ขูดตาผมด้วยไม่งั้นผมแจ้งรัฐข้อหาทำให้ผมมองไม่เหน,0,"On 3/25/59, I went to the eye because of sore eyes and a red eye, eye infection, but the doctor said I could not and I had to scrape the cornea, so I'm not clear, but doctors said the same day. I am obviously not for 4 days, then I am afraid that will not do any more to the hospital to be with my doctor so I scratch my eyes by not informing the state charged me for activists."
ยามพูดจากวนส้นตีนชิบหาย,0,Speak from the heel chips disappear.
เป็นสถานที่ๆให้บริการประชาชนที่ดีที่สุดทั้งแพทย์และพยาบาลมีน้ำใจช่วยเหลือทุกคนเท่าเทียมกันหมด,1,A place that offers the best of both doctors and nurses generous help everyone equally exhausted.
ขับรถถึงตั่งแต่ตี5ครึ่งกว่าจะได้จอด7โมงที่จอดก็ไม่มีมาก็ไกลถ้าผมปวดตาตาคงบอดไปแล้วที่เปนโรงบาลที่ไม่มีที่จอดรถสำหรับรถตู้,0,Driving up since 5am and 7am parked half to park it had no further pain Had I been blind eye to the hospital as a lack of parking for trucks.
นัดไปเพื่ออะไรค่ะ คนเค้าก็ทำมาหากินนะไม่ได้มีเวลามานั่งว่างๆรอหมอได้บ่อยๆ แฟนเป็นเกี่ยวกะตาค่ะช่วง 2 เดือนเเรกนัดดูอาการทุกอาทิตย์. ไปถึงเช้าตรวจ 4 โมงเย็นอันนี้เข้าใจ แต่วันนี้แฟนไปรอหมอทั้งวัน สุดท้ายก็ไม่ได้ตรวจกะหมอคนนั้น บอกเลยนะค่ะรักษาไม่ได้ใช้สิทธิ์ อะไรเซงค่ะเจออย่างนี้ถ้ารุ้ว่าต้องอบรมนัดคนไข้ไปทำไมเยอะแยะ บ้างคนเค้ามาไกลเข้าใจเค้าด้วยเสียค่ารถ ค่าเวลา,0,"I have next to nothing He's making a living, I do not have time to sit idle waiting for the doctor frequently. It was on my eye during my first two months I see signs every week. Check morning to 4 o'clock this understanding. But today I went to the doctor for the day. Finally, it is not my doctor examined him. Tell me it is not the right treatment. Zeng What I found something that I know I have to train patients to do a lot. Some structures have come a long way with the understanding that the cost of the time."
ผมว่าก็ดีน้ะ....บางครั้งก็ต้องทำใจเพราะคนป่วยมาที่นี่ค่อนข้างมากการให้บริการของหมอก็รักษาตามอาการ ถ้าเข้าถึงเข้าใจ ท่านก็จะสบายใจน่ะครับ,1,"I'm fine .... sometimes you have to accept, because sick people come here quite a lot of doctors providing symptomatic treatment. I understand access You will know me"
มาไช้บริการตลอดก็เจอแต่เจ้าหน้าที่ดีๆๆๆนะ,1,"The service divisions, but officials did not do any good."
จัดระเบียบดีมากครับเจ้าหน้าที่ถือว่าดีมากถ้าเทียบกับโรงพยาบาบรัฐฯที่อื่น,1,Organize very good staff is very good compared to the state hospital on the other.
อยากถามว่ามีใบนัดทำไมต้องไปขอไปส่งตัวและหน่วยคัดกรองด้วยช่วยตอบให้หน่อยเถอะงงมากๆๆๆๆๆๆ,0,Asked if there was a need to seek appointment to the screening and help with a bit puzzled me much any more.
ไม่เข้าจัยค่ะว่านัดทำไม่มาตามนัดแต่กับบอกว่าหมอไม่มาคืองงค่ะรอบนี่เป็นรอบที่สองของเดือนมกราคมที่มาโรงพยบาลราชวิถีค่ะแต่ไม่ได้ทำอะรัยให้เลยทางโรงพยาบาลสิงห์บุรีส่งตัวคนไข้มาเจาะหาชิ้นเนื้อที่โรงพยาบาลราชวิถีพอมานางพยาบาลบอกว่าต้องรอให้คนไข้เก่าหมดก่อนถึงจะตรวจคนไข้ใหม่ได้อันนี่เข้าจัยค่ะว่ายังไม่มีประวัติแต่รอบสิงนี่มีใบนัดประวัติมีแล้วแต่กับบอกว่าหมอไม่อยุ่คือรัยอ่ะงงค่ะเพราะปัยทีไม่ได้ใช่ตังบาทสองบาทต้องขึ้นรถปัยไม่ได้มีรถเป็นของตัวเองคือจะนัดทำไม่ค่ะดิชันไม่เข้าจัยค่ะเป็นมนุษย์เงินเดือนนะค่ะ,0,"Not a factor here that I do not come by appointment, but said that doctors were puzzled me around here a second round of January, the hospital's governance Rajvithi but did not make it anything at all to the hospital. Sing transported a patient to be drilled for a biopsy Hospital Rajvithi enough nurses told to wait for patients older out before the patient has this to factors that it has no history, but around this thing a shot records. have Think, but to say that I was not fussed is anything but simple, because the problem with not using gluten Baht two baht to car problems I do not have a car of my own is that I do not like editions are not factors. it is a human wrong."
อีคุณอ้วนๆขาววัยกลางคนที่เค้าเตอร์หน้าห้องคลอดชั้น2 สามีบอกช่วยถือของไปที่เตียงให้ได้มั้ย ทำหน้าทำตาขี้เกรียจหน้าตบมาก สามีก็เลยบอกงั้นเดี๋ยวผมเปลี่ยนรองเท้าจะไปส่งเอง มันไม่ให้เข้ามันก็เลยยอมถือของให้เราแทน( คิดจะทำงานบริการเอาแต่สบายเห็นใจคนท้องหน่อยก็ไม่ได้ของมันหนัก ทำงานแบบนี้แต่ใจไม่บริการก็ไม่ต้องทำแล้วแหละค่ะ),0,"Your e-obese middle-aged white man at the front counter delivery room, 2nd floor. My husband told me to hold on to my bed. Tmhngatmta Penny Greer hit the front a lot. I told her I'll change my shoes to be sent. It does not hold me to it instead of us (the service will work only a little sympathy for the people it does not, it's hard. This service is not working, but I do not like it)."
บุรุษพยาบาลที่ชื่อดนัย นักเลงมากครับ ผมไม่ใช่ไม่กล้า แต่ผมกับพี่พาพี่อีกคนนึงไปหาหมอ และที่คุณหาว่าพวกผมข้องใจหรืออะไรอ้ะ มีแต่คุณที่มาหาเรื่องและเริ่มก่อน และผมก้พูดตรงนั้นว่า ผมขอผมไม่อยากมีเรื่อง ถ้ามีแล้วมันจะเรื่องใหญ่ เพราะพวกผมก็เอาคุณหนักแน่ๆ แต่อารมคือพี่ผมป่วยต้องหาหมอ ผมถึงไม่อยากมีปัญหา อีกอย่างคุณทำงานด้านบริการ คุณไม่น่าทำแบบนี้ เพราะมันส่งผลต่อภาพลักษณ์ของโรงพยาบาล,1,"Male nurse named Danai Rowdy lot I'm not afraid But the older I get more people to see a doctor. And you find that, I suspect, or what is it. But you have to pick up and start earlier. And I'm saying exactly that. I'm not having an affair. If yes, then it is a big deal. Because I took you too hard. But the mood was so sick I had to find a doctor. I do not want to have problems You also run the service You can not do this Because it affects the image of the hospital."
ดีๆๆมากๆๆๆๆรักษาแม่ผมหายครับ ขอบคุณๆ,0,"A great many other treatments, I lost my mother, thank you."
อยากถามว่าลานจอดรถมีไว้ให้แต่หมอ กับเจ้าหน้าที่ในโรงบาลจอดอย่าเดียวหรา ผมวนรถเข้าไป 3 รอบก็มันก็ไม่ให้จอดทั้งๆที่เนื้อที่ก็ว่า แต่มันบอกว่าที่เต็ม แต่ผมก็เห็นรถมันวิ่งเข้าไปจอดกันน่ะ แต่ผมเข้าไปทำไมถึงบอกว่าที่เต็มบอกที (กูงงไอ่สากกก),0,"Asked for a parking lot, but the doctor. The staff in the hospital room, I do not trust a single car into the third round, but it was not a parking space in spite of that. But it says the full But I saw it run into the car park as well. But I can tell why that is full. (Oh What's rugged kg)."
จริงแล้วเราต้องเป็นนักเรียนทุนแพทย์วชิระที่นี่ เพราะวุฒิช่างแท้ กลัวจะได้นายแพทย์จอมโหดมั้งเลยหายเงียบ แหมน่าเสียดายไม่งั้น หากน้องรักพี่น๊ะ พี่เป็นหมอ ถูกใจไอ้คนหล่อๆแบบเรา มาเพื่อให้ได้อะไรสักอย่างเพื่อหลอกเขาทำเมีย เครื่องแบบ ตำแหน่งดีๆ แต่เราเป็นคนทำมาหากินน๊ะเฮ้ย โธ่เดาเราผิดขอบอก นาย อภิชาติ แก้วทอง ข้าราชการ กมร. พยาบาลวิชาการ กรมแพทย์ทหารบก และ กองอนามัย 2540,1,"Actually, we need a medical student Wachira here. It's so true I will be ruthless doctor right away so quietly. Well, unfortunately, do not If I love you just like a doctor, he was handsome like me. To get something to fool his wife have a uniform position, but we are not making a living FSU. Oh, I guess we were wrong, said Mr Apichart Kaeothong the servants away. Academic Hospital. Army Medical Department and Health Division in 2540."
เรียนท่านผู้บริหารโรงพยาบาลนะครับ Service Mind คำเนี่ย อบรมลูกน้องคุณหน่อย อย่าให้ลงรายละเอียดเลยครับ,0,"Dear Hospital Management Service Mind my word for it, you little minions. Do not get into the details here."
เมื่อวานเพิ่งเจอมาค่ะคือพาแม่มาตั้งแต่เย็นวันจันทร์ที่ 19/12/16 อยู่ในห้องฉุกเฉินเพื่อรอแอทมิด แต่พอวันที่ 22/12/16 หมอบอกว่าแม่อาการดีแล้วให้กลับบ้านได้ก็กว่าจะเสร็จเรื่ิองเอกสาร&ยาก็ปาเข้าไป4โมงเย็นพอดีได้เวลาอาหารเย็นก็จะไปเอาอาหารมาป้อนแม่ แต่เจอคำพูดแบบนี้(หมอสั่งให้กลับบ้านแล้วไม่มีข้าวให้นะ)อ้าวสะงั้น เราก็เลยไปซื้อโจ๊กมาป้อนแม่แต่ตอนนี้แม่เริ่มมีอาการไม่กลืนข้าวน้ำก็ไม่กลืน เราก็เลยไปบอกคุณหมอให้มาดูอาการแม่ให้หน่อยค่ะ แต่ได้คำตอบแบบนี้ค่ะ (คนไข้ได้กลับบ้านก็ต้องรอกลับบ้านหมอจะไม่ก้าวกายคนไข้คนไข้กันแล้วหมอก็ทำเป็นคุยโทรศัพท์เดินหนีไปเลยโดยไม่สนใจเราและแม่ทั้งๆที่แม่กลืนอาหารไม่ได้เรียกก็ไม่ตอบสนอง (เสียดายไม่ได้ดูชื่อ หมา ..เอ้ย...หมอคนนั่นค่ะ,1,"Yesterday I came across recently is taking place since Monday evening in the emergency room waiting 12/19/16 At 22/12/16 At mid-day, but the doctor said I have to go home, then it's over. the document must be completed Khun Chris at CP & Spa was administered to 4 pm it was dinner time, it's going to take food to feed her. But I say this, (the doctor ordered to return home, but no rice), I reflect that. We had to buy porridge to feed her, but now she does not swallow the onset of rice water is not swallowed. We're going to tell your doctor all symptoms, the mother of my mother. But answer me this. (The patient has returned home to wait for it to Mo to step up patient wards as well as a doctor on the phone, I walked away without us and in spite of her mother swallow does not run, it does not respond. (I did not see my name.. ... and that my doctor."
บริการช้ามาก ห่วยมาก,0,"Service was very slow, very bad"
"โดยทั่วไป พนักงานทุกคนน่ารัก ยิ้มแย้มแจ่มใส เป็นกันเอง และให้ความช่วยเหลือและคำแนะนำเป็นอย่างดีคะ แต่จะมีที่ขัดกับบุคคลอื่นอยู่สักหน่อย ก็น่าจะพนักงานตรวจตา ห้องเครื่องมือพิเศษ ห้องตรวจหมายเลย17 อยู่1คนนี่ละคะ ที่เห็นแล้วรู้สึกมิน่าชื่นชม "" "" ด้วยการใช้น้ำเสียงและคำศัพท์ ที่ใช้กับคนไข้ และ ดูเหมือนการหาเรื่องมากกว่าการช่วยเหลือนะคะ"" อยากจะขอวอนทาง รพ.ให้ช่วยอบรม พนักงานทุกคน ให้มีใจรักในการบริการ คนส่วนมากคนที่มาใช้บริการ ก็คือผู้ป่วย และผู้สูงอายุ พวกเขาสมควรที่จะได้รับการดูแลที่ดีคะ",1,"In general, all staff lovely. Beaming friendly and offer help and advice as well as for you. But there are other people that are against me. Employees should check the eye A special tool Mean, 17 examination rooms Here is one person anyway I wonder where I feel appreciated, """" with the tone and vocabulary. The patients seem to pick over and help me, ""I want to beg the way. Hospital staff to help anyone with a passion for service. Most people who come to the patients and the elderly. They deserve to be cared for good."
ที่นี่คือ ร.พ แต่ทำไมม่มีมารยาทเลยเวลาถามก้อใช่คำหวน อีกอย่างนะ เพื่อนเราโดนสว่านรูดใส่มือมาคือกูไปทีอื่นเขาให้ผู้ป่วยเขเาไปก่อนป่ะแต่ที่นี่อะไรยืนรอแล้วรออีก พอพวกหมอพยาบาลเจอกันพูดหัวเราะกันกระซิกๆ แต่พอจะคนไข้ถามกระแทกแดกดัน. พอดีมาตอนพี่คนนึงพาแม่มาตรวจพ่เขาก้อถามคนที่อยู่ตู้92นะว่าต้องไปตรวจที่ไหนค่ะเอกสารยื้นที่ไหน พอบอกเสร็จพี่เขสก้อเลยว่าทำไมไม่บอกแต่แรกพยาบาลคนนัเนทำตาโตทำทาไม่พอใจบอกก้อบอกแล้วตึงเฉลิมพระเกรียติฯ คือไม่ต้องกระแทกคำป่ะไม่พอใจทำงานก้อลาออกไปเลย. กูไม่ชอบคนที่ถามประวัติตู้ 91/1. ดัดฟันผมม้า คือมองจิกตลอด ปล. กุไปหาหมออนามัยดีกว่าไม่ใหญ่เหมือนโรงพยาบาลแต่สันดานดี มาครั้งนี้จะไม่มาอีกดีนะที่กุไม่ได้ป่วยเพือนกุป่วย.,0,"This is hard. May but not mannered at all times I'm right words come again, my friend, we just drill swipe your hand over the loan to another he gives patients access Ea to me, but here I stand now. wait But they say doctors, nurses met Krasikๆ laughing. But when patients are asked sarcastically. I came when I took my mother to the detected he would ask the cabinet to determine whether 92 it submitted a document where you travel. When I finished, I understand why he's saying, but the first nurse to Nasser's eyes do not be upset that I have already tense celebration Greer's comments. The shock was not upset me working my ass off at all. I do not like people who ask cabinet records 91/1. Braces Bangs is a pinch over the years. Kung better health to a doctor, not a big hospital, but a good trait. This time will not come again, good simulated simulated patients are not sick friend."
บริการแบบห่วยๆ พยาบาลชักสีหน้า ถามอะไรก็เหมือนไม่อยากตอบ นี่ถ้าไม่อยากบริการก็กลับบ้านไปนอนเถอะค่ะ มากี่ทีก็เจอแต่แบบนี้...กุนี่ป่งยมาไม่อยากจะรักษาเลย,0,"Crap service Nursing whip expression Asked what it's like not answering. If the service does not want to go home with me. No matter how it comes across, but this ... this simulated Pong I did not want to treat it."
ที่จอดรถไม่มีให้ มีแต่ที่จอดรถหมอ ถาม รปภ.ว่าตรงไหนจอดได้บ้าง มันก็ตอบไม่เอาแขก ไล่ให้ขึ้นไปถึงชั้น 8 ยังไม่มีที่ให้จอดเลยพอขี่กลับลงก็จอดไม่ได้ ตรงนั้นก็ไม่ได้ ตรงนี้ก็ไม่ได้ สรุปอาคารนี่ที่จอดรถหมอ เพราะ รปภ.มันบอกเสียรายเดือน แต่ดีอยู่อย่างน่ะ มีคุณหมอใจดีบอกทางไปตึกอายุรกรรมให้ ถาม รปภ. ไม่ได้เรื่อง,0,"Parking is not available But parking doctor asked the guards. That's where I had parked. It would not take guests Catching up to the 8th floor to the park to ride back down was not enough parking was not. There was not This was not The building is parking doctor because the security guards. It said the monthly breakdown. But it is very good You are generous to say the medicine ward, ask the security guard. Does not matter."
บริการต่ำทราม ลองให้ครอบครัวมึงป่วยแล้วเจอแบบที่พวกมึงทำเลวๆกับคนไข้บ้างเกอะ,0,Service villainous Let your family know you care and that you are doing pretty well with some patients Vereker.
ขอร้องเรียนน่ะค่ะพนักงานเข็นเตียงคนไข้ หมอให้กลับบ้านตั้งแต่เที่ยงกว่าๆ กว่าจะใด้กลับบ้าน บ่ายสองโมงครึ่ง รอแค่คนมาเข็นเตียง ตามไปสองรอบไม่มาเลยเดินมาดูที่ห้องคนเข็นเตียง เหงพนักงานอยุ่หลายคน ดูทีวีอยุ่ ตัดสินใจตามรอบที่ 3 พอมาถึงก็ทำท่าไม่พอใจเข็นเตียงกระแทกใส่ ทำประชดใส่ แถมพูดจาไม่ดีใส่อีก....,0,"I'm not complaining employee stock sickbed. Doctor to return home from noon over. Than to any home Two o'clock half Just waiting for someone to Bed According to the second round, I went to look at the trolley bed. Many employees persecution IBT IBT TV decision by the 3rd round when it comes to unfavorably impact Bed sarcastically put it to do bad things to another ...."
รอตรวจนานมากค่ะ เเต่การรอตรวจนานไม่ทำให้เเย่เท่ากับพยาบาลที่อยู่คัดกรองผู้ป่วย คืออะไรค่ะ คุณอยู่งานบริการ คุณควรบริการให้ดี ไม่ใช้พูดจาหมาไม่แดก คำพูดจากับผู้ป่วยควรที่จะคิดก่อนพูดนะคะ ดิฉันไม่ได้มาขอให้คุณรักษาฟรีๆนะ เสียเงินเหมือนกันค่ะ ช่วยปฏิบัติกัยผู้ป่วยให้เท่าเทียมกันด้วยค่ะ ขอบคุณค่ะ,0,"Waiting too long But the waiting time does not make it the least nurses are screening patients, what is it you're in the service. You should make good He did not speak to the Riksdag Patients should speak with words, think before you speak to me. I did not ask you to treat me for free. Like a waste of money Testimonials help treat patients equally well, thank you."
พูดได้คำเดียว อย่ามีเลยสถานที่แบบนี้ พยาบาลปากหมา ไม่ดูแลคนป่วย คนป่วยเป็น พม่า เป็นต่างด้าว พวกมึงก็พูดจาว่าเขา ดูถูกเขา พอๆ กรุจะไม่ไปเหยียบอีกและ โรงบาล เฮ็งซวย,0,"I have one word Do you have a place like this abusive nursing care for the sick, not sick as Burma, is alien to you, it's flattering that he insulted him enough not to step on dungeon to another hospital in Helmand nemesis."
นัดแปดโมงคะเรามาหกโมงเพราะมีเจาะเลือดเรารีบมาทำไห้เสร็จแต่เช้าสรุปเข้าห้องตรวจบ่ายสองโมงครึ่งนั่งรอแล้วรออีกจนท้องแข็งปวดหลังก็ปวดตรวจเสร็จต้องมานั้งรอคิดเงินรอยาอีกสรุปวันนี้มาหกโมงเช้ากลับบ้านสี่โมงเย็น,0,"Strikes eight o'clock, we have six because the blood we need to do the finishing early conclusion to the examination room, two o'clock, half sit and wait and wait until the stiff back pain is pain inspectors complete required seats awaiting charges pending. the drug is six o'clock in the morning back home at four o'clock."
ผมมารักษาด้วยโรคหัวใจเป็นเวลาปีเศษแล้วครับ ด้วยสิทธิ์ประกันสังคม ต้องบอกว่าตั้งแต่มาที่นี้ ได้รับการรักษา ต้อนรับจากพยาบาล คุณหมอ นางพยายาล จนท.ห้องรับยา ห้องกายภาพบำบัด ทุกท่าน ต้องบอกว่าทุกคนให้ความต้อนรับเป็นอย่างดีครับ ท่านที่บ่นว่ารพ.ไม่ดี จนท.ไม่ดี ถ้ามองเห็นมุมเขาบ้างก้อจะเข้าใจนะ คือทุกวันพวกเขาทำงานเจอแต่คนป่วย คนเจ็บ ร้อยพ่อพันแม่แห่มากันคอยตั้งแต่เช้าตรู่ จนถึงเย็น อยุ่กับสภาพที่แออัดครับ ต่างคนต่างก็ขอกูก่อน อยากให้คนไทยด้วยกันให้กำลังใจกันนะครับ ถ้ารุมด่าเขาผมว่ามันคงแก้ปัญหาไม่ได้หรอก ผมยังเห็นคนไทยชมกันน้อยไป แต่ถ้าด่านี่....ถึงไหนถึงกัน,1,"I treat heart disease for a year and then scrap it. The right to social security I must say that this came from. Treated Welcomed by the medical doctor's prescription medicine until. Room drugs. Physiotherapy room, all you have to say that everyone is welcome as well. He complained that the hospital until bad. Not bad, if I see him over to understand. Every day they come to work sick, injured hundreds, but thousands father's flock that waited from early morning until evening the pipeline with conditions that are overcrowded. People asked me before. Thailand wants people together to encourage them. If he insults the crowd that it would not solve anything. I also saw little difference to Thailand. But Dani .... Gun"
คุณหมอเก่งดีทุกท่าน โดยเฉพาะคุณหมอสูงชัย แผนกข้อและกระดูก เอาใจใส่คนไข้ดีมาก ถึงคนไข้เยอะท่านก็ไม่เคยบ่น รักษาจนคนไข้หมด ไม่พักเที่ยง แต่เราไปหาท่านนอกเวลา มีบ้างที่ไปหาในเวลา ชอบคุณหมอสูงชัยท่านนี้มาก จะมีไม่ถูกใจบ้างก็พยาบาลโดยเฉพาะห้องสูตินารีเวช นอกนั้นถือว่าดีค่ะ,1,"You can do better The high finish your doctor The department and bones There's a very good patient The patient but he never complained. Outpatient treatment until noon, but we will not stay to find out all the time. You have to find the time. Like a doctor, have very high finish. Some nurses are not like a particular Obstetrics Gynecology. The rest is good"
พาแม่มาหมอห้องฉุกเฉินรอนานมากหมออายุรกรรมมีคนเดียวแถมท่าทางเหมือนเพิ่งตื่นนอนตรวจคนไข้1คนใช้เวลา1.ชม.แบบนี้จะไหวมั้ยค่ะช่วยเพิ่มคุณหมออายุรกรรมให้หน่อยได้มั้ยค่ะ...ได้โปรด,0,"Take her to the doctor, emergency room wait very long Doctor of Medicine is the only giveaway gestures like just woke auscultation 1 take 1 hour for this to really do it improves your Doctor of Medicine for me right here. Please ..."
เดือนหน้าจะพาลูกไปตรวจหู ส่งตัวจาก รพ.ปกเกล้า จันทบุรี ไม่ทราบว่าที่ รพ.นี้ คุณหมอตรวจหูกันวันไหนบ้างคะ พอดีอยู่ จ.ตราด เดินทางกับที่พักอาจลำบากกลัวจะไปไม่ตรงวันที่ตรวจ จึงขอสอบถามสักนิดนึงค่ะ ขอบคุณค่ะ,1,The next month will take the children to examine ears transported from the hospital Pok Klao not know which hospital your doctor ear that person does not fit in Trat. With accommodation may be difficult afraid to not meet the test. So let's ask a little thank you.
บอกเปลี่ยนระบบใหม่ จะทำให้ดีหรือแย่กว่าเดิม คะ,0,Said switching system To make it better or worse than the original.
เป็นอะไรมากป่าว พวกคนดูแล ไม่อยากเรียกพยาบาล 1. เพื่อนถามลิฟอยู่ไหนคะ นางตอบไม่ว่าง คือระ งง? 2. ย้ายเตียง เหตุผล นางบ่นคนเยอะจริงๆ พี่สวน ก็ญาติเยอะอะคะ นางเงียบเลย 3. เมื่อไหร่เช็ดตัวให้คะ นางตอบญาติอยู่ก็เช็ดเองสิ #บางคน #ไม่รู้เกี่ยวกับจรรยาบรรณรึป่าวหรือนิสัย รู้แล้วว่าเป็นรพ.รัฐ รู้แล้วว่าเป็นรพ.คนจน ถ้าเหนื่อยก่ลาออกไปเลย เก็บกดจากรุ่นพี่ตอนฝึกให้รึป่าว แต่งานบริการควรยิ้มแย้มดูแลอย่างดีไหม *(หน้าอย่าเป็นตูด คำพูดอย่าเป็นตีน)* กะคนแก่นี่ทำพฤติกรรม อิชั้นรับไม่ได้เลย สงสารท่าน ถ้าเพื่อนไม่เกิดเหตุแถวนั้น คงไม่มาราชวิถีหรอกอิอิขอบคุณคะ,0,"What a lot of people just do not care nurse call 1. Where is my friend asked Cliff. It is busy between me? 2. Move the bed complained that people really do not like her cousin's garden was quiet yet 3. When you wipe it. She was wiping his cousin's # # Some people do not know about the code of conduct or habits Pao. Knowing that a hospital State. Know a hospital for the poor. If I go out to hunt them. Suppressed by senior now trained to do it. But the service should do well cared smiling. * (Do not be an ass face Do not say a word paw) * have to do this behavior. It's a pity you do not get the top, if not the scene that row. I'm not coming Rajvithi Thanks."
ช้ามาก คำเดียวเลย,0,"Very slowly, one bite"
ให้ 5 ดาว⭐️⭐️⭐️⭐️⭐️ หมอ สุปรีชา ธนะมัย ศัลยกรรมหัวใจ น่ารักที่สุด ทำตามหน้าที่เต็มท่ี พูดตรง รักษาด้วยความจิงใจคะ รอนานก้อเข้าใจ ก้อคนเยอะอ่าาานะ,1,"The 5-star ️️️️️ pot intuition mule Tana heart surgery cutest dutiful full keeping with the straight talk that's it. Understand the long wait Ah, I think a lot of people"
บริการแย่พูดจาไม่เพราะไม่ค่อยอยากจะบริการูกค้าแม้กระทั่งยามถามว่าตึกเฉลิมพระเกียรติไปทางไหนแม่งนั่งกินผลไม้เฉยห่วงแดกมากจ้างมาทำมัยพนักงานแบบนี้ไล่ออกดิ,0,"Poor service, not because I wanted to speak Riga Meadowbrook Memorial Building trade even when asked to what your mother eats fruit sit idly sit very worried hired a mule employees are fired on."
หมอ พยาบาล ตั้งใจทำงานอย่างเต็มที่บริการดุจญาติมิตร ที่ตึกอายุรกรรมชั้น3 จ๊ะ อนุโมทนาบุญด้วยนะ,1,"Doctors, nurses working as a full-service family. Medicine ward floors 3 to merit it."
นั่งรอยาโรคไตมาตั้งแต่ บ่าย 2 ครึ่ง จนตอนนี้ จะ 4 โมงแระ ยังไม่มีวี่แววจะได้ยา ทำไมหรอยาโรคไตมันเยอะ รอไว้จัดตอน 5 โมงเย็นหรอ แล้วเอาคิวที่ยาน้อย ๆ แซงไปก่อน คนที่พามาเค้าก็ต้องมีธุระ รับลูกเต้าก่อน 4 โมง หลัง 4 โมงไปเค้าก็คิดเงินเพิ่ม ทางรพ.รับผิดชอบมั้ยทำไมไม่ทำตามคิวตั้งแต่แรก ห่วยแตก ถ้าจะจัดแบบนี้เอาใส่กล่องส่งEMS ให้เลยเหอะ ยอมเสียค่ากล่องค่า EMS ด้วย เสียเวลา เสียความรู้สึก ปรับปรุงด้วยนะค่ะ,0,"Waiting for kidney disease since 2 pm to 4 pm Carboniferous half, until now, no sign will be administered. I'm just waiting to medications, kidney disease, it is held at 5 pm, and then took her cue medication to overtake a few people would have brought him engaged. Get receptions before 4 pm After 4 pm, he was going to charge. The hospital is responsible for it, why not follow the cue from the stink if this will be a box to send EMS're not willing to pay the fee by EMS waste time feeling bad. Improve them"
