reviews,ratings,reviews_en
ต้อนรับดีมากๆครับ บริการประทับใจ หมอเฉพาะทางเก่งมาก รักษาตรงจุด ถึงราคาจะสูงไปหน่อย แต่ถ้าเทียบกับบริการถือว่าคุ้มครับ,1,Very good reception Excellent Service Specialist doctors are very good at keeping the price point is too high. But if the service is worth it.
สุดยอด,1,zenith
แอร์หนาวขนลุกเลย,1,Air chilling creepy yet
ยอดเยี่ยม ทุกบริการ คุณภาพเกินร้อย,1,Excellent service quality over every cent.
ดูแลดี บริการเป็นกันเอง สะอาด ปลอดภัย,1,"Service is friendly, clean and well maintained."
หมอรักษาดีมากๆค่ะ. พยาบาลบริการและให้ความช่วยเหลือดีค่ะ,1,Very good doctor. Nursing services and assistance there.
วิวัฒนาการ และ เทคโนโลยี และ คณะแพทย์ ชั้นหนึ่งค่ะ,1,And the evolution of technology and the medical one.
ขอบคุณที่ดูแลและใส่ใจดีค่ะ^_^,1,Thanks to the great care and attention you ^ _ ^.
เป็นโรงพยาบาลที่ดี บริการดี คุณหมอก็เก่ง ให้คำปรึกษาดี อธิบายโรคที่เราเป็นให้เราฟัง เข้าใจง่าย และให้กำลังใจคนไข้ดีมากเลยค่ะ,1,"A hospital doctor was good, good service, good counseling. We describe a disease that is easy to understand and encourage patients is very good."
เส้นทางไม่สะดวกเลยไปทางราชประสงค์ก็เป็นทางวันเวย์.รถเมล์วิ่งทางเดียว..ทางเข้า-ทางออกซอยก็แคบๆ.รถเฉี่ยวกันประจำ...,0,"The path is not easy at all to the whim of the day, it's Wayne. Bus one way.. The entrance - exit lane is narrow. Bus plying regularly ..."
ใครก็ยอมรับบำรุงราษฎร์เป็นหนึ่งคะสถานที่นั่งสบายหมอก็เก่งช่วงนี้แดงหายแล้วร่างกายแข็งแรงก็ไม่ได้ไปคะขอบคุณอาจารย์กับหมอๆที่รักษาคะ. ต่างจากมารักษามากคะขอบคุณคะ,1,"Who was admitted to hospital as a good place to sit with a good doctor is the red body recovered was not going to thank the teachers, the doctors who treat them. Thank you very differently to treatment."
ครั้งแรกที่เข้ามาโรงพยาบาลบำรุงราษฎร์รู้สึกประทับใจ พนักงานบริการต้อนรับดี พูดจาไพเราะ การบริการเยี่ยมมากค่ะ,1,"The first hospital was impressed. Reception staff great service, great eloquence to much."
บริการเป็นเลิศ,1,Service Excellence
ช้า. แต่ดูแลดีนะจร้า,1,Slow. But take me with it.
หาวิธีรักษาโลกไว้รัสตับอักเสบบีคับ,1,Find a cure for the hepatitis B here.
ลูกหนูเพิ่งได้5เดือน คุณหมอสงสัยว่าจะเป็นผนังหัวใจรั่ว รอตรวจอีกที แต่ตอนนี้หนูคิดมากจนนอนไม่หลับเลยค่ะ กลัวลูกจะเป็น,1,"Biceps just 5 months The doctor suspected a leaky heart wall waiting again, but now I think I could not sleep. Fear can be a"
แพงระยับ ระดับ5,1,Expensive shimmer 5
รอนานมาก แต่พอตรวจก็ไม่ถึง5นาทีค่ะ ตอนไปรอชำระเงินก็นานมากเหมือนกัน,0,"Make a very long wait, but it's less than 5 minutes. Now to wait for payment, it's much the same."
แพงมากๆ,1,Very expensive
ลูกก็เกิดที่นี่รักษาที่นี่ บริการดีค่ะ หมอเก่งเยอะ พยาบาลก็เก่ง,1,"I was born here, this treatment provides good doctors, good nurses, but also excelled."
แย่สุด ตรวจแปปๆ ไม่ละเอียด ชุ่ยๆ เจอมา3แผนกละ จ่ายเงินก็แพง ไม่ได้ขอมันตรวจฟรี หมอแม่งเฮงซวย แพงไม่ได้หมายถึงดีเสมอไป,0,"Worst check all the details are not met slovenly Division 3 percent pay dearly. I did not check it for free Doctor, your mother blasted Expensive does not always mean better."
ใช่คะเห็นด้วยกับการบริการที่แย่เรายอมจ่ายเงินที่แพงเพราะต้องการบริการที่ดีกว่าที่อื่น ถ้าเทียบรพ.กรุงเทพ (ขอเอ่ยชื่อเลยนะคะ)ดีกว่าที่นี่เยอะ,0,"Yes, I agree with the terrible service we pay expensive because they want better services elsewhere. Compared hospital in Bangkok (Mentioned to me) a lot better here."
บริการต้อนรับดีคับ,1,Good reception
หมอเค้าดีจริง....เป็นเพราะน้องเราเอง...ขอให้หมอทุกคนทำดีต่อไปน่ะคับ,1,I actually really good .... because it is our own ... I ask everyone to do well here.
หมอเค้าดีจริง....เป็นเพราะน้องเราเอง...ขอให้หมอทุกคนทำดีต่อไปน่ะคับ,1,I actually really good .... because it is our own ... I ask everyone to do well here.
การบริการดี พนักงานบริการด้วยความเป็นกันเองมากค่ะ,1,The service staff is very friendly with me.
มีโอกาสได้พาสามีมารับบริการ ที่นี่ เมื่อวันที่29.พ.ค 2558 และ ได้ออกจาก โรงบาล วันที่31 พ.ค 2558 อยาก บอก กับทางโรงบาล ว่า ขอบคุณ มากจริงๆ สำหรับ การบริการที่ดี ที่สุด แสนจะประทับใจ ดีใจและตื้นตันใจสำหรับความกรุณาของ. คุณหมอนพ.โชติกร คุณวัฒน์ อายุรแพทย์โรคหัวใจ และ ผู้จัดการ คุณติ๊ก ขอขอบคุณจากใจจริงค่ะ,1,A chance to take your husband's been here on 29. May. 2558 and was released from hospital on 31 May. 2558 she told the hospital that I really for the good unsurprising. impressive Joy and gratitude for the kindness. May your pillow. You Chote arm MD Cardiologist and Manager you tick heartfelt thank you.
บริการดี พยาบบาลใจดี หมออธิบายชัดเจนค่ะ,1,"Good service, good governance Yap doctor explained it clearly."
เข้าไปคิดว่าเป็นโรงแรม สถานที่น่าเที่ยวมากค่ะ บริการดีสุดๆ แม่เราไปหาหมอ แทบจะอุ้มเลย อิอิ,1,The idea that a hotel Place to see very good deal if we go to the doctor could not hold it.
หมอวิชพันธ์ หูคอจมูก แย่สุดๆ เจ็บด้านในคอมีเสมหะให้อ้าปากแล้วนั่งทางในบอกไม่มีอะไร เสียเงินไปฟรีๆแถมไม่พูดอะไร ไม่ถามไม่อะไร ให้อ้าปาก แหย่ๆในปากถือว่าจบและได้เงินไป แพงไม่ได้หมายความว่ามาตรฐานดีทุกคนนะ เลี้ยงไข้ เห็นแก่เงิน ขี้โกง,0,"Doctor Norwich Union ENT most terrible pain in the throat, phlegm to open his mouth and say nothing, sit in meditation. Get free money to not say anything. Do not ask, do not open my mouth to poke around in your mouth and have the money to finish it. Expensive does not mean that the good people I feed a fever for money cheaters."
คุณหมอมีความเชี่ยวชาญเฉพาะด้านทุกแขนง ตรวจค้นหาโรคอย่างละเอียด ให้คำปรึกษาที่ดี,1,You have specific expertise in all areas. Check carefully for disease Good counseling
บริการดีประทับใจมากๆ คุณหมอใจดี คุณพยาบาลเอาใจใส่สุดๆ ยอดเยี่ยมจริง,1,Good service at a very good doctor your medical care even more. Really great
เมื่อวานไปตรวจนิ่วในถุงนำ้ดีคะ ได้รับการบริการดีคะ ตลอดจนการนัดหมายและรายละเอียดการนัดผ่าตัดคะ,1,Yesterday went stones in the gallbladder. Service was good As well as appointments and details of the meeting have surgery.
บริการดี แต่แพง!!!,1,"Service is good, but expensive !!!"
โรงพยาบาลที่บริการดีที่สุดเท่าที่เคยไปมา ราคาก้อแพงที่สุดด้วยเช่นกันน่ะ,1,The hospital offers the best ever to come. But for the most expensive as well.
บริการดีค่ะรวดเร็ว คุณหมอใจดี ดูห่วงใยคนไข้จริงๆ,1,"Fast service, good medical care, patients look really good."
หรูหรามาก เกินที่จะเป็น ร.พ,1,The more luxurious than it is. May.
นานมากในการรอ ทุกอย่างใข้เวลาในการรอเแนชั่วโมง,0,In the very long wait Everything takes time to wait any voting hours.
คุณหมอเก่งและดูแลดี บริการดี,1,Dr. Atta and good service.
ดีมากกับการรักษาเฉพาะทาง,1,"Very good, with specialized treatment."
ประทับใจที่สุดค่ะ,1,Impressed me the most
รถติดมาก,0,Car lot
ไม้อยากให้เปันเลยแบบนี้เพราะว่ามันสิ่งที่ไม้ดีต่อสุขภาพของเรา,0,Epa not want to do this because it is bad for our health.
รักษาหายเร็วมาก ดีด้วยที่นอนก็ดีแต่ราคาก็ไม่ได้แพงมาก,1,Very fast cure With a good mattress is good but the price is not very expensive.
ยอดเยี่ยมค่ะ,1,Wonderful it
คุณหมอใจดี พยาบาลน่ารักคร้า ^_^,1,"Your doctor, nurse generous lovely extra. ^ _ ^"
บริการดีเยี่ยม พนักงานพูดจาเพราะ แต่เสียอย่างเดวสตาร์บัค ที่นั่งน้อยเกินไป,1,Excellent Service The staff speak It's like a Star Buck. Too few seats
บริการดีมากครับ เอาใจใส่ผู้ป่วยดี,1,Service is very good Better patient care
ดีครับ ดูแล้วมีประโยชน์กับผู้คนมาก ก็ช่วยเผยแพร่ประโยชน์มากๆผมไม่สนใจกับธุระกิจ เห็นว่ามีประโยชน์ ชอบ ขอบคุณ.,1,"Well, looks useful to more people. It allows publishing useful, I do not care about businesses. I appreciate that useful."
บริการดีค่ะ เอาใจใส่คนไข้ดี,1,"Good service, good patient care"
บริการดีสุดยอดค่ะ,1,The service is good enough
ขอบคุณคุณหมอและ ทุกๆคนด้วยคะ,1,Thanks to the doctors and everyone with it.
ถือได้ว่าเป็นโรงพยาบาลชั้นนำได้เลยครับการบริการดีมากครับ,1,It is a leading hospital here has a very good service.
ดีมากๆ,1,Good
ดีเยี่ยมทุกอย่าง,1,Excellent everything
บริการที่เป็นหนึ่ง,1,The service is one
ขอบโรงพยาบาลนี้มีที่ให้นั่งพักสบายๆ,1,The hospital has to sit comfortably.
เป็นโรงพยาบาลที่มีหมอเก่งๆมากมายครับ,1,"A hospital doctor, but many do."
ค่าหมอแพงไปครับ,1,The Doctor is offline
สมบูรณ์แบบในทุกด้าน การรักษา บริการ บุคคลากร👍👍👍,1,Perfect in every medical service personnel.
"ญาติไปรักษาที่นี่ ดีมากๆทุกด้านครับ แต่ไม่ต้องเสียเงินค่ารักษา ค่าห้องฟรี แถมยังได้เงินชดเชยรายได้อีกวันละ6,000บาท เพราะมีประกันสุขภาพ",1,"Relative to the Treatment here Good on all fronts But do not waste money on keeping the room free plus the income compensation of 6,000 baht per day. Because health insurance"
คุณชัยอนันต์แผนกหัวใจและคุณหมออนุวัฒณ์แหนกติดเชื้อน่ารักมากดูแลคุณวันชัยมา2ปีกว่าแล้วอย่างดีมาตลอดค่ะ เชื่อมั่นที่นี่ค่ะ,1,"Mr. Anan heart department and Dr. Anuwat on the location of infection very day after you finish came two years ago, well over here. Sentiment here"
ราคาแพงมากทั้งค่าห้องและค่าผ่าตัดควรจะมีส่วนลดเพื่อคนไข้ที่มารักษาประจำ.....และควรมีส่วนลดหลายธนาคาร,0,The more expensive the room and the surgery should have special treatment for patients who regularly ..... and there should be a discount of several banks.
บอกเลยว่ารอบบนี้เจอกะตัวเลย มาก่อนชาวต่างชาตินิดนึงแต่เรียกต่างชาติตรวจก่อน ดูเค้าทำ เราก็จ่ายตังน่ะ แบ่งชั้นกันชัดเจนน่ะ เซ็งมาก,1,"Said that around this time he met them. First foreigners, but little known foreign inspectors see before they do, we're paying for it. What's more distinct stratification."
รอพบหมอครับ,1,Wait to see the doctor
โดยรวมดีมากครับ ยกเว้น แผนก การเงิน ชั้น 15 ไม่ยิ้มแย้ม แจ่มใส เลยครับ จะดูแลเป็นพิเศษก็เฉพาะชาวต่างชาติ จนทำให้ผมรู้สึก ถึงการแบ่ง และพึงปฏิบัติ ควรปรับปรุงในจุดนี้,1,"Overall very good except for the Finance Department, 15th Floor, beaming does take extra care not only for foreigners. It makes sense to me and share best practices. Should improve in this spot"
ช่วยอบรมมารยาท พยาบาลที่ชั้น 11 ด้วยนะคะ แย่มาก,0,Etiquette training aid Hospital on the 11th floor too terrible.
อันดับ1ของเอเซีย,1,1 in Asia
เข้ามาตรวจสุขภาพที่โรงพยาบาล บริการดีประทับใจมากๆค่ะ คุณหมอให้คำแนะนำพร้อมอธิบายรายละเอียดการของผลการตรวจดีมาก ปีหน้าจะกลับมาตรวจที่นี่อีกแน่นอนค่ะ,1,"Health check into the hospital. Service was very good impression Doctor advises, explaining details of the results are very good. Next year to check back here for sure."
เป็น รพ.ในเครือที่ดีเยี่ยมมากค่ะ..เป็น รพ.ที่ดูแล้วมีความมั่นคง..มาทำงานอยู่ในเครือนี้แล้วมีความสุข.ถึงจะมียุคลากรบ้างคนบ้างที่..ไม่คอยดีเท่าไหร่..แต่โดยรวมสวนมากดีเยี่ยม,1,"A hospital in excellent, very good.. Is. Hospital to see stability.. To work in this happy. Despite the drag of somebody who.. Does not look good.. But overall a great garden."
ของดี..,1,Well ..
สวดยอดปายเลยเพ่,1,Back to Top Pai's Pepe
บริการดีมาก เอาใจใส่ ให้รายละเอียดอย่างชัดเจน เมื่อจะทำการรักษา สถานที่มีทุกอย่างครบครัน ทันสมัย อุปกรณ์พร้อม บุคลากรพร้อม,1,The service is great attention to detail clearly. When will treat All locations are fully equipped with modern equipment and personnel.
ดีมากเลยคะเยี่ยม,1,Very good visit
ดีพยาบาลดูแลดีพูดไพเราะเสนาะหู,1,Good nursing care a lyrical speech.
พาคุณตามาหาหมอประจำครับ พยาบาลเอาใจใส่และจำได้ คอยถามไถ่ตลอด มาแล้วรู้สึกดีทุกครั้งครับ,1,Take your eye doctor for it. Nursing care and remember I ask all I feel better every time.
มารักษาที่นี่บริการดีมากๆค่ะห้องพิเศษที่นี่ เหมือนโรงแรมเลยค่ะ.นอนรักษามาหลายวันละ เจ้าหน้าที่ดูแลดีมากๆค่ะ,1,Maintain that this service is very good room here. Hotels like it. I maintain a few days. Very good staff
โรงพยาบาลบำรุงราษฎร์เป็นโรงพยาบาลบริการประทับใจคุณหมอเขาเก่งมากคะ,1,"Bumrungrad Hospital is a hospital doctor, he impressed me very much."
การดูแลรักษาดีมาก แต่ค่ารักษาแพงมากสำหรับคนไทย,1,Maintaining good But the treatment is very expensive for Thailand.
อยากให้ไปเปิดแฟ้มคนไข้เก่าดูเลยค่ะจะได้รู้ว่าเป็นคนไข้ประจำมานานมากขนาดไหน คุณหมอเก่งและน่ารักมากเช่นคุณหมอภิญโญ หอศิลป์ผู้เขี่ยวชาญโรคปอด คุณหมออีกท่านชื่ออะไรก็ลืมที่ดูแลระบบลำไส้ขอโทษค่ะทีลืมชื่อเดี๋ยวนึกออกจะมาโพสต์ให้ คุณหมออนนท์ การแอดมิทก็ได้รับการดูแลจากพยาบางและผู้ช่วยจนบางครั้งรู้สึกว่าเยอะไปหรือเปล่า ไปแอดมิดจนพนักงานจำได้แต่ขอติเรื่องอาหารที่เราเป็นคนไข้ประจำควรมีเรคคอร์ดว่าผู้ป่วยทานอะไรหรือไม่ทานอะไรแล้วก็แอบไม่อร่อยอีกต่างหาก,1,"Want to open a patient look older, I will know a patient for a long time yet. Doctor smart and cute as doctors increasingly. Gallery, the kickoff specialist lung disease. The doctor's name is forgotten, the administrator intestinal Sorry for forgetting a name I think is posted, you have the joy to add Smith was in charge of the Drug and assistants sometimes feel it. Are you going? Mid to add staff to remember, but your comments about the food we should have a regular patient records that the patient eat or not eat, then I do not taste right."
การบริการทางการแพทย์ดีมาก,1,Excellent medical services
เป็นโรงพยาบาลที่ดีมากครับ เอาใจใส่ในทุกๆรายละเอียด คุณหมอ พยาบาล และ เจ้าหน้าที่ทุกคนเต็มที่ ยิ้มแย้ม ทำให้ผมรุ้สึกอุ่นใจและวางใจมาตลอดที่ได้มารักษาที่นี่ครับ,1,"The hospital is very good. Pay attention to detail doctors, nurses and all staff made me feel at ease and smiling fully trust all that has been preserved here."
บริการดี แพทย์ทำการตรวจรักษาและให้คำแนะนำเป็นอย่างดี แต่ราคาค่อนข้างแพง,1,"Good service, medical examination and treatment recommendations as well. But expensive"
บริการดีมากเลยคะ อบอุ่นจริงๆ,1,"Service is very good, really warm."
ครอบครัวของคุณน้าสามีรักษาสุขภาพทีนี่ค่ะ,1,My husband and your family stay healthy here.
เป็นโรงพยาบาลที่ไว้วางใจให้ดูแลลูก ชื่นชอบหมอ อรรถสิทธิ์ ดูและลูกดีมาก แต่ขอชี้แนะ ในการบริการเพื่อพิจารณาปรับปรุงให้ดียิ่งยิ่งขึ้นไปนะคะ 1.ที่นอนคนเฝ้าไข้ แข็งไป 2.ระบบทีวี มันขัดข้อง สัญญาณเสียง การ์ตูนพากษ์ไทยเสียงขาดๆหายๆ เบาๆดังๆ 3.ช่องการ์ตูนพากษ์ไทยมีช่องเดียว เพิ่มก็ดีนะคะ,1,"A hospital trust to take care of the ball like I Athasit and see the ball very good, but suggestions to improve the service even more to me. 1. The mattress was hard to look after it crashes 2. TV sound cartoon voiceovers sound Thailand spotty light 3. Loud cartoon voiceovers Thailand with one box. Add it here"
เคยเข้าไปครับ แต่ไปทำงาน พนง ดูดี ตั้งแต่ รปภ ถึงหมอ ดูบริการเป็นกันเอง รพ.หรูหรา ดีครับ,1,"I had to go to work, but holding up well since the guards to see the doctor, friendly service hospital, luxury good."
โรงพยาบาลที่ไว้วางใจได้ เมื่อคุณเจ็บป่วยใช้บริการแล้วสบายใจขอบคุณคุณหมอทุกท่าน,1,"The hospital trust When you get sick of the service and peace of mind thanks to all of you, Doctor."
พนักงานบางคนเสียมารยาทมากๆ คือจะเข้าห้องคนป่วยก็ไม่เคาะประตูก่อน อยากจะเดินก็เดินเข้ามาเฉยเลย ทำงานมือถือก็ไม่ปิดเสียง,0,Some employees are very rude. He is a sick man was knocking on the door first. It would also entered dormancy yet. Mobile working is not muted.
ที่นี่มีอาจารย์หมอที่เก่งและดีๆมีจรรยาบรรณหลายท่านค่ะ,1,This is a good teacher and a good doctor is precluded many of you here.
ก็ใช้บริการที่นี่มาตลอดจนลูกคนที่สามแล้ว คุณหมอก็คนเดิมทั้งเราและลูก รักที่นี่และวางใจที่นี่ที่สุดคะ,1,I used to come here and then her third child. Your doctor is the same for both us and our children. Love it here and trust me on this one.
รักบำรุงราษฎร์ที่สุดเลย,1,Bumrungrad love most
ประสบการณ์หลายอย่าเลยค่ะที่นี่ทั้งเรื่องของ ผญ.ๆๆ ที่เราไม่เคยรู้และทั้งเรื่องผ่าตัดหมอนรองกระดูกทับเส้นแถมกระดูกเคลื่อนอีก! สุดยอดเลยค่ะขอบคุณที่ทำให้เราได้ระวังและดูแลตัวเองมากขึ้น. ยาบางประเภทที่ไม่สมควรใช้อีกมากเลยที่เจอคุณหมอที่นี่แนะนำให้หยุดใช้. ขอบคุณจริงๆค่ะ,1,"Many do not experience it here in the village headman things we never knew about the surgery and cervical vertebra moves over the line, plus more! Whoa! Thank you for allowing us to be careful and take care of themselves more. Certain drugs should not take much longer to see a doctor is recommended to stop using. I really"
นับเป็นบ้านหลังที่2ของเราเลย หยุดก็ยังมา มาดีจัง...,1,It is home to two of my stops was nice to come ...
วันนี้พานายมาโรงพยาบาล,1,This led to the hospital.
ก็ใช้บริการบ่อยครับ เยี่ยมครับแต่แพงจัง!!!,1,Use it frequently But it's great !!!
ขอบคุณประสบการณ์ดีๆๆ จากรพ.บำรุงราษฐ์ค่ะ. ทำให้ได้เรียนรู้ว่าบางครั้งสิ่งแวดล้อมต่างๆๆเป็นปัจจัยที่สำคัญสำหรับคนทำงานอย่างยิ่ง ส่งเสริมให้คนทำงานมีความสุข,1,Thanks to the great experience The hospital Bumrungrat Chet me. Thus learned that sometimes the environment is an important factor for people to work more. Encourage people to work happy.
เคยไปเมื่อสองปี่ที่แล้วตอนลูกสาวเกิดพาลูกสาวไปผ่าตัดกะบังลมรั้วตอนนี้ิาการลูกสาวเป็นปกติดีแล้ว ก็ขอขอบคุณโรงพยาบาลบำรุงราษฏร์ที่ดูแลและรักษาคนไข้เป็นอย่างดีถึงจะแพงไปแต่ก็คุ้มค่ะ....,1,"Had two years ago when her daughter was taken to surgery diaphragm Nigia fence when the daughter is usually good. Thanks to Bumrungrad Hospital, the care and treatment of patients as well as to be more expensive, but well worth it ...."
เป็นลูกค้าอยู่ค่ะ..ดีมากและแพงมากด้วยค่ะ,1,Customers live in.. Very nice and very expensive too.
บริการดีมากค่ะประทับใจ คุณหมอก็พูดจาดี ไม่เหมือนที่อื่น,1,Service very good impression Your doctor is flattering Unlike other
ขอแนะนำเรื่องการบริการนิดนึงน่ะคาบผมตั้งใจบินไปใช้บริการครั้งล่าสุด. 11/11/58 รู้สึกว่าจำนวนพนักงาน พยาบาล ที่คอยอำนวยความสะดวกไม่พอกับจำนวนคนไข้ ทำให้การบริการที่เป็นจุดเด่นของโรงพยาบาลลดลงและที่สำคัญห้องพักผู้ป่วยมีไม่เพียงพอกับจำนวนคนไข้ที่เพิ่มขึ้นทำให้ต้องเปลี่ยนสถานที่รักษาเนื่องมาจากหมอสั่งแอตมิต แต่แผนกคนไข้ในของโรงพยาบาลแจ้งว่าห้องพักเต็มต้องจองคิวเพื่อรอคิวถ้าห้องพักว่างในวันรุ่งขึ้นอยากให้บำรุงราษฏร์ขยายสาขาบริเวณใกล้เคียงเพิ่มขึ้นเพื่อความสะดวกการไปใช้บริการหรือถ้าจะดีมากขยายลงต่างจังหวัดพื้นที่เศรษฐกิจ เช่นพื้นที่ท่องเที่ยวภูเก็ต จะได้สะดวกในการใช้บริการมากขึ้นไม่ต้องเดินทางไกล ขอบคุณครับ,1,"I highly recommend the service a little lesson I intend to take the last flight. 11/11/58 Number of staff nurses felt that their facilities are not enough, the number of patients. The service is the hallmark of hospitals reduced and the patient rooms, a disproportionate number of patients increased, the need to change treatment facilities due to the doctor at the Summit. The department wards of the hospital informed that the room must be booked on a waiting list if the room is empty, the next day I Bumrungrad's expansion area added for the convenience of the service, or if it's good. greatly expanding into rural areas of the economy. Areas such as Phuket It is convenient to use more services without having to travel far thanks."
"ระบบน้ำประปาพังมาก,น้ำเหม็นสนิมทั้งตึกเก่า พนักงานบอกให้เปิดน้ำทิ้งไว้ อยูมา8วันต้องอาบน้ำเหม็นสนิม โรงอาหารราคาแพงเว่อถ้าเทียบกับคุณภาพและปริมาณ เปิด6.30แต่ ซื้ออะไรไม่ได้เพราะยังไม่เสจ น้ำไม่เดือด เพิ่งเปิดร้าน กว่าจะได้กินก๋วยเตี๋ยวต้องรอไปอีกชั่วโมงนึง.การจัดการไม่มีประสิทธิภาพมาก",0,"The water supply system is broken, smelly water, rust and old buildings. The staff told to leave open water. The past 8 days have a nasty rust. The food is expensive compared to the quality and quantity over the opening 6:30, but did not buy anything because it does not boil water Sage recently opened stores. Than to eat noodles have to wait for another hour. The management is very inefficient."
บริการคุณภสพตกนะคับ กวนขันหน่อย,0,You may fall within the post's humor.
แพงค่ะสวนอื่นดีหมดทุกอย่าง,1,Park is not good for everything.
เยี่ยมมากเลยค่ะ,1,Very good
บริการแย่มากทุกครั้งที่โทรมาขอข้อมูลการกับการรักษา หรือการตรวจสุขภาพหรือขอแพคเกจการคลอดบอกจะส่งอีเมลให้ก็ไม่มีโทรมาสามรอบก็บอกจะส่งให้ก็ไม่เห็นส่ง ตรวจสุขภาพก็ไม่มีการแนะนำให้เอาปัสวะไปด้วยโทรไปนัดคิวได้บ่าโมงเจอหมอตอนห้าโมงเย็นก็เหมือนเดิมไม่เคยได้ตามเวลานัดเลยจะรัดคิวเราให้ต่างชาติก่อนเสมอไม่สนใจคนไทย พนักงานแต่ละคนทำงานแย่ไม่มีการประสานงานที่เป็นระบบต่อเนื่อง รอนาน พนักงานไม่สนใจลูกค้า ชอบเอานิสัยส่วนตัวมาตัดสินลูกค้าชอบนินทาลูกค้าในห้องน้ำยาไมได้ตามที่หมอสั่ง เวลาลูกค้โทรมาอัดเสียงใว้ ผู้บริหารเคยฟังบางมัย อัดไว้ทำไมในเมื่อไม่มัฝีการพัฒนางานให้ดีขึ้น,0,"Terrible service every time a call requesting information on the treatment. Or medical examination or request a delivery package that will send an email, it does not call for three rounds, he said that it would not pass. No medical examination is recommended to remove WS to call the shots, crazy hour queue to see a doctor at five o'clock, it's like I do not have time to fasten our cue to foreigners always ignored Thailand. Each employee working poor, no coordination is continuing to wait for employees to ignore customers. I like to judge a personality customer gossip customers in the bathroom medicine does not follow the doctor's orders. Call recording time customer trust. I'm listening to some executives Why not recorded in the anti ulcer development for the better."
ดีหลายสะอาด,1,Many good clean
มารั้งแรกนะแต่ประทับใจ ที่ให้4ดาวเพราะผมประทับใจแผนกรักษาความปลอดภัยครับ บริการดีมากหาที่จอดรถให้เป็นอยาางดีและสะดวกรวดเร็ว,1,"The first time, but impressive 4 stars because I got the impression that the security department here. The service is great for parking and to owe a great convenience."
ให้เต็มถ้าไม่มีเงินในเป๋าคงๆม่รับใช่มะ,1,If there is no money in the wallet to fill any still not been yes.
บริการดีมาก สถานที่หน้าเข้า รักษาดีมาก คุณหมอน่ารัก ไม่แพงอย่างที่คิดค่ะ,1,"Service very good location, next to a very nice treat doctor's not as expensive as you think."
ยังไม่เคยไป แต่มันเป็นโรงพยาบาลในฝัน แต่คนบอกว่า ค่ารักษาแพง ช่วยให้ความเห็นใจคนย่ากจนด้วย,1,"But it has not been to a hospital, but I was told that the treatment helps its sympathy with the people of Kenya."
สุดยอด รพ. ที่รักษาดีสุดยอด และ ราคาก็แพงสวดยอดแช่นกัน,1,"The hospital treated well, and it's expensive to Top Channel together."
ดีมาก สะอาด หมอเก่ง พนักงานทุกคนดีมาก,1,"Very clean, good doctors, all the staff are very good."
ลูกรักษาตัวที่นี้มานาน วันนี้ไปขอใบรับรองแพทย์ มาคะ แต่ได้อะไรมา อยากทราบไหมคะ,0,"I maintain that for a long time. Today I went to my doctor, but I know what I want."
บริการดีเยี่ยมค่ะ,1,"Excellent Service, good"
บริการดีมาก รวดเร็ว ดูแลคนไข้ดี หมอและเครื่องมือพร้อมมาก แต่เงินวางก็สูงลิบเช่นกัน,1,"Service very good, fast, good doctors and patients with a tool. But the place was far too high."
ประทับใจในการบริการ สถานที่ และการอำนวยความสะดวกต่อผู้มาใช้บริการมากๆ ครับ,1,"Impressed by the service, location and convenience to the customers very much."
รอหมอแผนกตานานมาก นัดมา 3 ทุ่ม 20 รอ และรอต่อไป,0,Eye doctors department waiting a very long shot from 3 pm to 20 waiting and waiting.
ดีครับ,1,good
การเดินทางสะดวก คุณหมอก็เก่งคับ,1,Convenient The doctor was very tight
อ.วิสิทธิ์ เฑียรไพฑูร รักษาดี ใส่ใจคนไข้ ให้คำแนะนำอย่างละเอียด แม้ว่าจะเป็นคนไข้เก่า อ.หมอ จะดูประวัติการรักษาเก่าๆก่อนเสมอ ถามทุกครั้งว่ายาที่เคยให้ก่อนหน้ากินแล้วเป็นยังไง กี่วันหาย ทำให้อ.จ่ายยาได้ถูกกับโรคทุกครั้ง และทำให้คนไข้อย่างเรามั่นใจยิ่งขึ้น,1,"In. In the right Montien Prime Witoonchart treatment to patient care instructions carefully. Although it is an older patient. The doctor will treat the old history first. Always ask whether drugs that had previously eaten a few days, I lost the lead. Dispensing with the disease are at all times. And patients make us more confident."
ราคาแพงมาก การบริการช้า เหมือน รพ.รัฐบาล,0,"More expensive, slower services like hospital governments."
"1.การconsult/ตรวจ ของแพทย์ ละเอียด ดีมาก,2. การให้บริการจัดคอวของพยาบาล ดีมากพยายาม เรัยกคุณหมอก่อนที่จะจึ้นไป ราวหวอด ทำให้ไม่ต้องรอนาน 3.การบริการของพนักง่นต้อนรับ แม่บ้าน อยู่ในเกน ดี 4. สถานที่ สะอาดมาก เหมือน โรงแรม มีน้ำผลไม้เสิร์ฟ ไม่มีลิมิต",1,"1. consult / medical examination of a very good resolution, 2. Providing the court the nurse's much better to raise your doctor before Aries It now offered to about fish spawn does not have to wait long. 3. The services of the employees welcome housekeeper in Bougainville 4. The hotel has a very clean juice served without limit."
บริการดีสมราคา,1,"Good service, reasonable prices"
บุคลากรน่ารัก การบริการดีมาก สะดวกเรื่องการสอบถาม,1,"Lovely staff The service is great, For ease of"
ดี,1,good
ประทับใจครับ!!!,1,I was impressed !!!
