reviews,ratings
เมื่อวานเพิ่งเจอมาค่ะคือพาแม่มาตั้งแต่เย็นวันจันทร์ที่ 19/12/16 อยู่ในห้องฉุกเฉินเพื่อรอแอทมิด แต่พอวันที่ 22/12/16 หมอบอกว่าแม่อาการดีแล้วให้กลับบ้านได้ก็กว่าจะเสร็จเรื่ิองเอกสาร&ยาก็ปาเข้าไป4โมงเย็นพอดีได้เวลาอาหารเย็นก็จะไปเอาอาหารมาป้อนแม่ แต่เจอคำพูดแบบนี้(หมอสั่งให้กลับบ้านแล้วไม่มีข้าวให้นะ)อ้าวสะงั้น เราก็เลยไปซื้อโจ๊กมาป้อนแม่แต่ตอนนี้แม่เริ่มมีอาการไม่กลืนข้าวน้ำก็ไม่กลืน เราก็เลยไปบอกคุณหมอให้มาดูอาการแม่ให้หน่อยค่ะ แต่ได้คำตอบแบบนี้ค่ะ (คนไข้ได้กลับบ้านก็ต้องรอกลับบ้านหมอจะไม่ก้าวกายคนไข้คนไข้กันแล้วหมอก็ทำเป็นคุยโทรศัพท์เดินหนีไปเลยโดยไม่สนใจเราและแม่ทั้งๆที่แม่กลืนอาหารไม่ได้เรียกก็ไม่ตอบสนอง (เสียดายไม่ได้ดูชื่อ หมา ..เอ้ย...หมอคนนั่นค่ะ,1
บริการช้ามาก ห่วยมาก,0
"โดยทั่วไป พนักงานทุกคนน่ารัก ยิ้มแย้มแจ่มใส เป็นกันเอง และให้ความช่วยเหลือและคำแนะนำเป็นอย่างดีคะ แต่จะมีที่ขัดกับบุคคลอื่นอยู่สักหน่อย ก็น่าจะพนักงานตรวจตา ห้องเครื่องมือพิเศษ ห้องตรวจหมายเลย17 อยู่1คนนี่ละคะ ที่เห็นแล้วรู้สึกมิน่าชื่นชม "" "" ด้วยการใช้น้ำเสียงและคำศัพท์ ที่ใช้กับคนไข้ และ ดูเหมือนการหาเรื่องมากกว่าการช่วยเหลือนะคะ"" อยากจะขอวอนทาง รพ.ให้ช่วยอบรม พนักงานทุกคน ให้มีใจรักในการบริการ คนส่วนมากคนที่มาใช้บริการ ก็คือผู้ป่วย และผู้สูงอายุ พวกเขาสมควรที่จะได้รับการดูแลที่ดีคะ",1
ที่นี่คือ ร.พ แต่ทำไมม่มีมารยาทเลยเวลาถามก้อใช่คำหวน อีกอย่างนะ เพื่อนเราโดนสว่านรูดใส่มือมาคือกูไปทีอื่นเขาให้ผู้ป่วยเขเาไปก่อนป่ะแต่ที่นี่อะไรยืนรอแล้วรออีก พอพวกหมอพยาบาลเจอกันพูดหัวเราะกันกระซิกๆ แต่พอจะคนไข้ถามกระแทกแดกดัน. พอดีมาตอนพี่คนนึงพาแม่มาตรวจพ่เขาก้อถามคนที่อยู่ตู้92นะว่าต้องไปตรวจที่ไหนค่ะเอกสารยื้นที่ไหน พอบอกเสร็จพี่เขสก้อเลยว่าทำไมไม่บอกแต่แรกพยาบาลคนนัเนทำตาโตทำทาไม่พอใจบอกก้อบอกแล้วตึงเฉลิมพระเกรียติฯ คือไม่ต้องกระแทกคำป่ะไม่พอใจทำงานก้อลาออกไปเลย. กูไม่ชอบคนที่ถามประวัติตู้ 91/1. ดัดฟันผมม้า คือมองจิกตลอด ปล. กุไปหาหมออนามัยดีกว่าไม่ใหญ่เหมือนโรงพยาบาลแต่สันดานดี มาครั้งนี้จะไม่มาอีกดีนะที่กุไม่ได้ป่วยเพือนกุป่วย.,0
บริการแบบห่วยๆ พยาบาลชักสีหน้า ถามอะไรก็เหมือนไม่อยากตอบ นี่ถ้าไม่อยากบริการก็กลับบ้านไปนอนเถอะค่ะ มากี่ทีก็เจอแต่แบบนี้...กุนี่ป่งยมาไม่อยากจะรักษาเลย,0
ที่จอดรถไม่มีให้ มีแต่ที่จอดรถหมอ ถาม รปภ.ว่าตรงไหนจอดได้บ้าง มันก็ตอบไม่เอาแขก ไล่ให้ขึ้นไปถึงชั้น 8 ยังไม่มีที่ให้จอดเลยพอขี่กลับลงก็จอดไม่ได้ ตรงนั้นก็ไม่ได้ ตรงนี้ก็ไม่ได้ สรุปอาคารนี่ที่จอดรถหมอ เพราะ รปภ.มันบอกเสียรายเดือน แต่ดีอยู่อย่างน่ะ มีคุณหมอใจดีบอกทางไปตึกอายุรกรรมให้ ถาม รปภ. ไม่ได้เรื่อง,0
บริการต่ำทราม ลองให้ครอบครัวมึงป่วยแล้วเจอแบบที่พวกมึงทำเลวๆกับคนไข้บ้างเกอะ,0
ขอร้องเรียนน่ะค่ะพนักงานเข็นเตียงคนไข้ หมอให้กลับบ้านตั้งแต่เที่ยงกว่าๆ กว่าจะใด้กลับบ้าน บ่ายสองโมงครึ่ง รอแค่คนมาเข็นเตียง ตามไปสองรอบไม่มาเลยเดินมาดูที่ห้องคนเข็นเตียง เหงพนักงานอยุ่หลายคน ดูทีวีอยุ่ ตัดสินใจตามรอบที่ 3 พอมาถึงก็ทำท่าไม่พอใจเข็นเตียงกระแทกใส่ ทำประชดใส่ แถมพูดจาไม่ดีใส่อีก....,0
รอตรวจนานมากค่ะ เเต่การรอตรวจนานไม่ทำให้เเย่เท่ากับพยาบาลที่อยู่คัดกรองผู้ป่วย คืออะไรค่ะ คุณอยู่งานบริการ คุณควรบริการให้ดี ไม่ใช้พูดจาหมาไม่แดก คำพูดจากับผู้ป่วยควรที่จะคิดก่อนพูดนะคะ ดิฉันไม่ได้มาขอให้คุณรักษาฟรีๆนะ เสียเงินเหมือนกันค่ะ ช่วยปฏิบัติกัยผู้ป่วยให้เท่าเทียมกันด้วยค่ะ ขอบคุณค่ะ,0
พูดได้คำเดียว อย่ามีเลยสถานที่แบบนี้ พยาบาลปากหมา ไม่ดูแลคนป่วย คนป่วยเป็น พม่า เป็นต่างด้าว พวกมึงก็พูดจาว่าเขา ดูถูกเขา พอๆ กรุจะไม่ไปเหยียบอีกและ โรงบาล เฮ็งซวย,0
นัดแปดโมงคะเรามาหกโมงเพราะมีเจาะเลือดเรารีบมาทำไห้เสร็จแต่เช้าสรุปเข้าห้องตรวจบ่ายสองโมงครึ่งนั่งรอแล้วรออีกจนท้องแข็งปวดหลังก็ปวดตรวจเสร็จต้องมานั้งรอคิดเงินรอยาอีกสรุปวันนี้มาหกโมงเช้ากลับบ้านสี่โมงเย็น,0
ผมมารักษาด้วยโรคหัวใจเป็นเวลาปีเศษแล้วครับ ด้วยสิทธิ์ประกันสังคม ต้องบอกว่าตั้งแต่มาที่นี้ ได้รับการรักษา ต้อนรับจากพยาบาล คุณหมอ นางพยายาล จนท.ห้องรับยา ห้องกายภาพบำบัด ทุกท่าน ต้องบอกว่าทุกคนให้ความต้อนรับเป็นอย่างดีครับ ท่านที่บ่นว่ารพ.ไม่ดี จนท.ไม่ดี ถ้ามองเห็นมุมเขาบ้างก้อจะเข้าใจนะ คือทุกวันพวกเขาทำงานเจอแต่คนป่วย คนเจ็บ ร้อยพ่อพันแม่แห่มากันคอยตั้งแต่เช้าตรู่ จนถึงเย็น อยุ่กับสภาพที่แออัดครับ ต่างคนต่างก็ขอกูก่อน อยากให้คนไทยด้วยกันให้กำลังใจกันนะครับ ถ้ารุมด่าเขาผมว่ามันคงแก้ปัญหาไม่ได้หรอก ผมยังเห็นคนไทยชมกันน้อยไป แต่ถ้าด่านี่....ถึงไหนถึงกัน,1
คุณหมอเก่งดีทุกท่าน โดยเฉพาะคุณหมอสูงชัย แผนกข้อและกระดูก เอาใจใส่คนไข้ดีมาก ถึงคนไข้เยอะท่านก็ไม่เคยบ่น รักษาจนคนไข้หมด ไม่พักเที่ยง แต่เราไปหาท่านนอกเวลา มีบ้างที่ไปหาในเวลา ชอบคุณหมอสูงชัยท่านนี้มาก จะมีไม่ถูกใจบ้างก็พยาบาลโดยเฉพาะห้องสูตินารีเวช นอกนั้นถือว่าดีค่ะ,1
พาแม่มาหมอห้องฉุกเฉินรอนานมากหมออายุรกรรมมีคนเดียวแถมท่าทางเหมือนเพิ่งตื่นนอนตรวจคนไข้1คนใช้เวลา1.ชม.แบบนี้จะไหวมั้ยค่ะช่วยเพิ่มคุณหมออายุรกรรมให้หน่อยได้มั้ยค่ะ...ได้โปรด,0
เดือนหน้าจะพาลูกไปตรวจหู ส่งตัวจาก รพ.ปกเกล้า จันทบุรี ไม่ทราบว่าที่ รพ.นี้ คุณหมอตรวจหูกันวันไหนบ้างคะ พอดีอยู่ จ.ตราด เดินทางกับที่พักอาจลำบากกลัวจะไปไม่ตรงวันที่ตรวจ จึงขอสอบถามสักนิดนึงค่ะ ขอบคุณค่ะ,1
บอกเปลี่ยนระบบใหม่ จะทำให้ดีหรือแย่กว่าเดิม คะ,0
เป็นอะไรมากป่าว พวกคนดูแล ไม่อยากเรียกพยาบาล 1. เพื่อนถามลิฟอยู่ไหนคะ นางตอบไม่ว่าง คือระ งง? 2. ย้ายเตียง เหตุผล นางบ่นคนเยอะจริงๆ พี่สวน ก็ญาติเยอะอะคะ นางเงียบเลย 3. เมื่อไหร่เช็ดตัวให้คะ นางตอบญาติอยู่ก็เช็ดเองสิ #บางคน #ไม่รู้เกี่ยวกับจรรยาบรรณรึป่าวหรือนิสัย รู้แล้วว่าเป็นรพ.รัฐ รู้แล้วว่าเป็นรพ.คนจน ถ้าเหนื่อยก่ลาออกไปเลย เก็บกดจากรุ่นพี่ตอนฝึกให้รึป่าว แต่งานบริการควรยิ้มแย้มดูแลอย่างดีไหม *(หน้าอย่าเป็นตูด คำพูดอย่าเป็นตีน)* กะคนแก่นี่ทำพฤติกรรม อิชั้นรับไม่ได้เลย สงสารท่าน ถ้าเพื่อนไม่เกิดเหตุแถวนั้น คงไม่มาราชวิถีหรอกอิอิขอบคุณคะ,0
ช้ามาก คำเดียวเลย,0
ให้ 5 ดาว⭐️⭐️⭐️⭐️⭐️ หมอ สุปรีชา ธนะมัย ศัลยกรรมหัวใจ น่ารักที่สุด ทำตามหน้าที่เต็มท่ี พูดตรง รักษาด้วยความจิงใจคะ รอนานก้อเข้าใจ ก้อคนเยอะอ่าาานะ,1
บริการแย่พูดจาไม่เพราะไม่ค่อยอยากจะบริการูกค้าแม้กระทั่งยามถามว่าตึกเฉลิมพระเกียรติไปทางไหนแม่งนั่งกินผลไม้เฉยห่วงแดกมากจ้างมาทำมัยพนักงานแบบนี้ไล่ออกดิ,0
หมอ พยาบาล ตั้งใจทำงานอย่างเต็มที่บริการดุจญาติมิตร ที่ตึกอายุรกรรมชั้น3 จ๊ะ อนุโมทนาบุญด้วยนะ,1
นั่งรอยาโรคไตมาตั้งแต่ บ่าย 2 ครึ่ง จนตอนนี้ จะ 4 โมงแระ ยังไม่มีวี่แววจะได้ยา ทำไมหรอยาโรคไตมันเยอะ รอไว้จัดตอน 5 โมงเย็นหรอ แล้วเอาคิวที่ยาน้อย ๆ แซงไปก่อน คนที่พามาเค้าก็ต้องมีธุระ รับลูกเต้าก่อน 4 โมง หลัง 4 โมงไปเค้าก็คิดเงินเพิ่ม ทางรพ.รับผิดชอบมั้ยทำไมไม่ทำตามคิวตั้งแต่แรก ห่วยแตก ถ้าจะจัดแบบนี้เอาใส่กล่องส่งEMS ให้เลยเหอะ ยอมเสียค่ากล่องค่า EMS ด้วย เสียเวลา เสียความรู้สึก ปรับปรุงด้วยนะค่ะ,0
โรงพยาบาลห่วงแตกมากค้ะ วันนี้ดิฉันพาลุงมาหาหมอที่โรงพยาบาลนี้ ถามรปภ. จอดรถได้ตรงไหนบ้าง รปภ.บอกว่าให้จอดที่รพ.เด็กที่อยู่ข้างๆ แต่พอไปก็จอดไม่ได้ แล้วบอกให้ไปจอดแฟล็ชทหารก็ไม่ให้จอด ขับวนไปวนมาหลายรอบ เห็นใจบ้างค้ะ ขอที่จอดรถให้กับผู้ป่วยบ้าง ไม่ใช่ให้แต่หมอ,0
ดีค่ะ คุณหมอให้รายละเอียดอาการ ตรวจละเอียดดีมากๆ,1
คือติดต่อญาติไม่ได้ ให้ประกาศเรียกชื่อให้หน่อย พยาบาลบอกคนเยอะไม่ว่าง งานยุ่ง แค่ให้ประกาศนะคะ ไม่ได้ให้ช่วยเดินหา แค่ประชาสัมพันธ์มันจะเสียเวลาเท่าไหร่กัน,0
แย่มาก ถามอะไรก็เหวี่ยง มารยาทแย่เรียกหยาบๆเลยคือทราม การพูดการจาของพนักงาน ใช้น้ำเสียงไม่ดีอย่างแรง กับคนอื่นๆด้วยนั่งดูกี่ที่โดนแทบทุกคน,0
ที่นี่เป็นโรงพยาบาลที่ดีที่สุดแห่งหนึ่งของไทย มีผู้ป่วยรอรับบริการมากในแต่ละวัน การทำงานต้องทำตามขั้นตอน #เข้าใจซึ่งกันและกัน,1
บุรุษพยาบาล ที่นี้ ดูถูถคนไข้ จัง พูดจา กวนโอ้ย ชื่อ จำไม่ได้ จำได้แต่ นามสกุล พึ่งฉ่ำ ตัวอ้วนๆๆใส่แว่น ระวังให้ดีน่ะคับ,0
ฝากผู้ที่เกี่ยวข้องด้วยครับ ไม่อยากจะบรรยายจริงๆ ไม่เคยเจอที่ไหนแย่เท่านี้แล้วจริงๆครับ #ขีดสุดแห่งโรงบาลรัฐครับ #ถ้าให้0ดาวได้ผมไม่ให้1แน่นอนครับ,0
คุณภาพต่ำ ไม่ต่างจากโรงฆ่าสัตว์ โกงกินแม้กระทั้งลูกจ้างตาดำๆ ใครลิ้นยาวก็ได้ดี แบบนี้ไงคะโรงบาลถึงไม่พัฒนา ประเทศชาติจงเจริญ,0
โทรไปจะขอวันนัดหมอ คือคนรับสายมารยาทแย่มากค่ะ ไม่มีการคุยกันเลยหรือว่ายังไง วางสายใส่ คือต้องการถามวันนัดหมอจะอารมณ์ทำไมคะ พูดดีๆด้วยมารยาทแย่จริงๆ,0
รบกวนฝากให้พิจารณาครับ..คนไข้ที่คุณหมอนัดเวลามารักษากับคนไข้ที่มาทำการรักษาใหม่น่าจะแยกกันนะครับ..หมายถึงคนล่ะคิวคนล่ะแถวเพื่อความรวดเร็วและสะดวกกับคนไข้และแพทย์ที่ทำการรักษาครับ,1
"ด้วยความเคารพ..ทำไมค่าใช้จ่ายในการคลอดบุตรจึงแพงมาก ทั้งที่เป็นโรงพยาบาลของรัฐฯ พยาบาลแม่บ้านพูดจาไม่ดีเลย..คนไขัยังไม่หายดี ก็พยายามเสือกใสให้กลับเพื่อต้องการเงิน..ใช้คำพูดแย่มาก..ถ้าอยากอยู่ก็ต้องเสียวันละพัน..รพ.ไม่ได้ช่วยคนจนหรือ? ขอผ่อนผันก็ไม่ได้ต้องเอาเงินวางก่อน 10,000 บาท..คนจน 2.000 บาท ยังไม่มีเลย",0
มารอตั้งแต่แปดโมงเช้าตอนนี้จะเที่ยงเเล้วยังไม่ได้ตรวจพยาบาลเวลาถามอะไรทำไมถึงชอบตะคอกกัน เค้าเป็นกันแบบนี้หรอ ห่วยแตกที่สุด,0
พยาบาล：เป็นอะไรมา เรา：ตาอักเสบค่ะ （กำลังจะชี้ให้ดู จะเล่าอาการต่อ） พยาบาล: เป็นอะไรมา เรา : นึกในใจ อ้าวไม่ฟังแล้วพูดสวนมา ว่าเป็นอะไรมา คือไร ฟังก่อนมั้ยคะ พยาบาล ถาม ในขณะที่เรากำลังพูด 3-4 รอบ “ชักสีหน้าใส่อีก คือไร งง เราผิดอะไร” เราเลยพูดสวนไปเป็นตุ่ม เนี่ยค่ะ ชี้ให้ดู สรุปจบ ไม่ชอบท่าทางการชักสีหน้าใส่ เราไม่เข้าใจ เค้าอารมณไม่ดีมาจากไหนหรอ บริการรัฐเป็นอย่างนี้ หรอ,0
บริการดี ละเอียด รอบคอบ รวดเร็ว Thx นพ.ผดุงรัฐ เฮงเจริญ ครับบบ,1
บริการคนไข้ได้แย้มากค่ะถ้าสบายดีคงไม่ไปหาหมอหรอกนะค่ะไม่อยากรักษาคนไข้ก่อมาตรงๆๆค่ะแล้วก่อลาออกจากการเป็นหมอไปเลยค่ะ คุณแพทย์หญิงกิตติยาพร วิวัชรโกเศศ กูท้องเสียมึงมาว่ากูท้อง กูจะมีลูกได้ไงว่ะผัวกูเปนผู้หญิงและกูไม่ได้ชอบผู้ชาย,0
ขอบคุนหมอโสต ศอ นาสิก และทีมแพทย์วิสัญญีมากๆคุณมีฝีมือและเก่งจริงๆ แต่ก็ต้องขอพูดเรื่องนักศึกษาฝึกงานชุดสีชมพูนะคะ อย่าให้เค้าฝึกกับผู้ป่วยที่เคสอาการโคม่าเลยคะเพราะบางอย่างเขายังทำไม่ถูกเลยกลัวว่าถ้าฝึกกับผู้ป่วยที่อาการโคม่าแล้วอาจจะมีปัญหาได้คะ,1
นั่งรอก่อนนะค่ะรอหมอตรวจเอ่อๆกุกะรอรอไปเถอะมาตั่งแต่9โมงเช้าป่านนี้จะบ่าย3ละสัส,0
ใช้บริการมาเกือบๆ๒๐ปี รวดเร็ว ทันใจหมอพูดจาน่าฟัง พยาบาลก็ดี สรุปว่าดีครับ,1
ห้องตาเจ้าหน้าที่ดูแลดีพูดจาดีมากแนะนำดี,1
ถ้าไม่รู้จักพวกมันๆจะพูดหมาไม่แดกซักคน (ความคิดเห็นที่ได้เจอมา),0
หมอพูดจาแย่มากไปนั่งรอตรวจตั้งนานพอได้ตรวจไล่ให้ไปตรวจที่ รพ. อื่น บอกว่ามันต้องเจาะเลือดแล้วดูสิห้องฉุกเฉินคนไข้เต็มไปหมดมีแต่เลือดจะอวก!!ไม่ตรวจให้ให้ไปตรวจที่อื่น นี่หรือคำพูดคนเป็นหมอ,0
ผุ้ช่วย!!!!!! พุดจาหมาไม่เเดก กวนตีนสัส!,0
กราบขอบคุณคุณน้าคนนี้ น่ารักมากพูดจาดี ให้คำแนะนำ เค้าบอกว่าโรงพยาบาลรัฐบาลพูดจาแย่ ไม่ใช่ทุกคนนะค่ะ,1
แม่กูไปรอที่ฉุกเฉินตั้งแต่7โมง บ่ายโมงยังไม่เรียก ล้มมาปวดที่ขา อายุ60แล้ว ต้องยังไงถึงจะฉุกเฉิน,0
การให้ติดต่อ023548108ต่อ 2401 แผนกวางแผนครอบครัว ติดต่อมาเป็นเวลาหลายวัน ก็ไม่สามารถเข้าถึง ได้ ไม่ทราบเป็นเพราะเหตุอะไรคะ แผนกนี้ไม่มีเบอร์ประจำแผนกหรืออย่างไรคะ ต้องการข้อมูล ก็ติดต่อไม่ได้ ช่วยตรวจสอบด้วยคะ,0
โรงพยาบาลที่นี่ เขาห้ามญาติต่างจังหวัดที่พามารักษาเฝ้าไข้หรอ,1
คุณหมอนัดมาผ่าตัดหัวเข่า เรียกเก็บค่าผ่า 1000บาท ผ่าเสดแล้วใส่เฝือกอย่างดี เรียกเก็บเพิ่มอีก1800 ค่าเฝือก ไม่มีตังให้ค่าเฝือก แม่งเอ้ย ถอยเฝือกออกเฉยเลย งง นี่มันโรงบาลหลวง หรือโรงบาลรัฐกันแน่,1
เห็นว่าใช้สิทธิ์ประกันสังคมหรือไงครับ คือเพิ่งมาครั้งแรก ไม่รุ้จักทาง ไม่รุ้ขั้นตอนว่าต้องทำยังไง พยาบาลอีกคนให้เอาใบประวัติไปใส่ตระกร้า พออีนังพยาบาลคนนี้มาถามว่า ตรวจรึยัง เราก็บอกว่ายัง มีการว่าเรากลับอีกว่าเอามาใส่ตระกร้าทำไมเป็นบ้าเหรอไง ปากหมาจริงๆ ว่าคนไข้ก็ได้ด้วย รอต้นปีก่อนจะย้ายโรงบาลล่ะ เจอพยาบาลแย่แบบนี้ไม่ไหวนะ,0
คุณหมอเก่งๆ และอุปกรณ์ทางการแพทย์ที่นี่ก็ไม่แพ้ที่อื่น  และขอชื่นชมอ.หมอ ที่ทำให้คนไข้คนนี้ ผ่านช่วงเวลาที่เลวร้ายจากมะเร็งลำไส้ใหญ่มาได้อย่างปลอดภัยและใช้ชีวิตได้อย่างมีความสุข,1
พยาบาลไม่หน้างอ ถึงคนไข้จะมากเพียงใดก้อยิ้มแย้มเสมอ. หมอก้อดี. เอาใจใส่คนไข้ทุกชนชั้น,1
พยาบาลในห้องฉุกเฉนบริการแย่มากคะ บางคนก้ดีนะคะ แต่บางคนโวยวาย บอกเหนื่อยย ให้คนไข้ถอดเสื้อผ้าเองงง คือไร หน้าที่บริการเขาทำกันแบบนี้หรอ ไปโรงบาลอื่นไม่เคยเจอแบบนี้ บริการแย่สุดๆ เห้นละอยากตบบอกเลย,0
ตึกอายุรกรรม...บริการห่วยแตกไม่ได้เรื่องต้องการเงินอย่างเดียว ถ้าต้องการเงินยังเดียวทำไมไม่ทำงานเอกชนค่ะ. ถ้าบริการแย่แบบนี้อย่าบริการ โรงพยาบาลนี้. ของรัฐนะค่ะ. ไม่ใช่เอกชนนะค่ะ ทำความเข้าใจใหม่ด้วย ละคัดสรรณ. พยาบาลดีๆหน่อยนะค่ะ เดี่ยวจะเสียชื่อหมด,0
บริการลิฟต์ห่วยแตกมาก อิเจ้าหน้าที่ในนี่ตัวดี กุรุว่าให้รถเข็นไปก่อนบอกว่าหมอนัด กุก้อหมอนัดตรวจถุงน้ำนัดคิวผ่าตัดเหมือนกัน ไม่ให้กุไปไปก่อน กุต่อแถวขึ้นลิฟต์ตั้งแต่8โมง ตอนนี้8โมง50 กุไม่ได้ให้หมอตรวจเรย ปรับปรุงใหม่บ้างน่ะ,0
ทำงานล่าช้ามากค่ะ มาตั้งแต่20.00 จนตอนนี้ยังไม่ได้เข้าตรวจเลยค่ะ คือบางคนมาทีหลังก็ได้เข้าแล้วคือไรค่ะ ห่วยแตกมากค่ะ พยาบาลห้องบัตรก็ไม่เต็มใจคือไรค่ะทำงานบริการนะค่ะ ดิฉันก็ทำงานบริการค่ะ แต่ไม่เคยทำสีหน้าแบบนี้กะบคนใช้บริการนะค่ะ ปรับปรุงนะค่ะ มารักษาค่ะไม่ได้มาคุมความประพฤติค่ะ คือช้าไปไหมคนไข้จะไม่ไหวแล้วค่ะอีกแค่2คิวเองค่ะ หายไปเลยค่ะ ไม่ต้องรอเป็นวันเลยหรอค่ะปรับปรุงนะค่ะ คือคนดิฉันก็ไม่ไหวแล้วมั่งค่ะ ทำงานเร็วๆหน่อยค่ะนี่โรงพยาบาลนะค่ะ ทำไรช้าจังเลย คิวก่อนหน้าดิฉัน สองคิวเรียกไปตั้งแต่ 20.15ค่ะตอนนี้ก็หายไปเลยค่ะ นานไปไหมค่ะคือยังไงค่ะช่วยอธิบายหน่อยค่ะไม่ไหวจริงๆค่ะ นี่ยังไม่ได้ตรวจเลยอีก2คิวกว่าจะถึง รอรับยาไม่เที่ยงคืนเลยหรอค่ะ,0
ต้องรอกี่ชั่วโมงค่ะถึงได้ตรวจ,0
จากประสบการณ์ที่รักษาโรงพยาบาลนี้อยู่ จะบอกว่าดีมากๆ ดีที่สุดตั้งแต่เข้าโรงพยาบาลมา คือคุณหมอให้ความสำคัญกับคนป่วยทุกราย จดจำได้ ให้กำลังผู้ป่วยและญาติผู้ป่วย ถึงแม้จะเป็นโรงพยาบาลไกลบ้าน แต่การรักษาที่ทันสมัย อุ่นใจมากๆค่ะ,1
โทรไปเลื่อนนัดตรวจตาไม่มีคนรับสายไม่ตายที่ไหนกันไม่รับสายอ่ะอ่ะอ่ะ,0
ดีครับ คุณหมอให้คำแนะนำดีในการดูแลผู้ป่วย.,1
เราโชคดีได้เจอหมอดี และพยาบาลก็ดีด้วยค่ะ (แผนกORTHO),1
รอหมอ ไม่ตรวจสักที เดินๆๆๆๆ เดินไปเดินมา คุยโทรศัพย์ไปๆๆๆเรื่อย รอบก่อนมาตรวจก้อ ถามไม่กี่คำ ที่เหลือนั่งพิมพ์คอม สรุปคือ ต่อคนหมอใช้เวลาเกือบๆๆขั่วโมง แต่วันนี้ หมอเดินคุยไปคุยมา เดิมมา เดินไป นั่งถอดแว่นเช็ด สรุปคือรอมาตั้งแต่เช้า เด่วถ้าเข้าไปตรวจ จะดูซิว่า #ถามกี่คำ คนไข้ก้อแย่ ไม่มีแนะนำไม่มีบอก สรุปจะรักษาเมื่อไหร่ค้าบคุณหมอ เห้ออออออออ แย่.............,0
วันนี้มาอัลตราซาวตามนัดค่ะ มาตั้งแต่เช้า10.00 น. ออกไปกินข้าวเที่ยง กลับมาจนตอนนี้ 16.30 น. ยังไม่มีการเรียกเข้าไปตรวจเลย คืออะไรค่ะ เจ้าหน้าที่ไม่พอ หรือยังไงคะ เอาจุดอื่นมาช่วยมั้ยคะ คือมันยุ่งยากขนาดที่ให้นั่งรอนานขนาดนี้เลยหรอคะ อยากรู้ขั้นตอนและวิธีการจัดการคิวคะ หงุดหงิดมากเลย ไม่มีเจ้าหน้าที่แจ้งรายละเอียดอะไรเลย เดินหาเจ้าหน้าที่ยังยากเลย คือคนนั่งรอเกือบ 50-60 คน นั่งทำตาปริบๆๆๆรอเรียกแบบไม่มีแบบไม่มีวี่แววว่าวันนี้จะเสร็จเมื่อไหร่ เห็นใจคนไข้บ้างนะคะ,0
พยาบาลบริการให้ไม่ดีเลย ญาติอยู่ที่ รพ.จากที่ไม่เป็นไรมากจนตอนนี้นอนไม่มีสติ เพราะพยาบาลไม่ใส่ใจคนไขเลย ตอนนี้จิตสำนึกของความเป็นพยาบาล ความใสใจคนไขหายหมดแล้ว เรื่องการพูดจาก็ไม่ดี มีการชักสีหน้าใส่ญาญเสมอ,0
ไม่ชอบๆๆๆๆๆๆๆๆๆๆๆๆ,0
พยาบาลมารยาททุเรศสุดโดยเฉพะอีที่อยู่ตึกอุบัติเหตุฉุกเฉิน ตัวอ้วนๆใส่ชุดสีฟ้า มรายาทแบบรับไม่ได้,0
"โรงพยาบาลรัฐ หรือโรงพยาบาลเอกชนค่ะ ส่วนเกินทำไมเยอะมากๆๆๆๆๆๆๆๆๆๆๆส่วนต่าง 70,000 บาท ต้องจ่ายก่อนเข้ารับการผ่าตัดด้วยนะค่ะ ถ้าไม่มีตังจ่ายก็ไม่สามารถผ่าตัดได้ เจอกับตัวเองมาแล้วค่ะ ตอนนี้หลานสาวยังไม่ได้ผ่าเลย",0
รอตรวจค่อนข้างนานนะคะ แต่คุณหมอตรวจละเอียดและให้คำแนะนำที่ดีมากๆ คุ้มค่าการรอคอยจริงค่ะ,1
บริการ เป็นที่น่าพอใจ เป็นกำลังใจให้เจ้าหน้าที่ทุกท่านครับ ไม่มีพวกท่าน คนไข้คงจะลำบากมากๆ,1
ให้ 5 ดาว คุณหมอ สุรศักดิ์ เก้าเอี้ยน คะ คุณหมอดูแลครรภ์ดีมาก ตรวจละเอียด อธิบายคนไข้เข้าใจง่าย ขอบคุณหมอมากๆคะ // // เราย้ายจากโรงพยาบาลเอกชนตั้งใจมาตรวจกับคุณหมอโดยตรง ตอนแรกยังไม่ได้พบคุณหมอนั่งคิดแล้วคิดอีกว่าจะไปรักษาที่อื่น พอเจอคุณหมอเราแฮปปี้มากเลยขอเป็นคนไข้ให้คุณหมอดูแล ส่วนเรื่องอื่นขอผ่านไม่วิจารณ์เพราะหลายๆท่านได้พูดไปหมดแล้ว,1
พบคุณหมอเพื่อฝากครรภ์ คุณหมอและเจ้าหน้าที่ใจดี เป็นกันเอง เอาใจใส่คนไข้ค่ะ,1
