reviews,ratings
ห่วยแตก บริการช้า พนักงานพูดจาแย่ ทำหน้าเหมือนผัวตาย ยุง แมลงวัน ก็เยอะ,0
เจ็บที่ข้อมือเวลากระดกหัวแม่โป้งจะเจ็บตรงบริเวณที่ข้อมือมาก ใครเคยรักษาโรคนี้ หรือได้ทำการผ่าตัดมาบ้าง แนะนำหน่อยค่ะ ว่าต้องรักษาแบบไหนถึงจะหายขาด,0
บริการแย่มาก เข้าใจคนไข้เยอะ ห้องประกันสังคม 101 จะเหยีบบกันตายทั้งคนไข้ ทั้งพยาบาล อีกคนจะเข้าตรวจ อีกคนเอาใบนัด วุ่นวาย เรียกชื่ิอเรียกออกโฟน แต่ไม่รู้เรียกชื่อว่าอะไรฯลฯ,0
ที่ได้ไปสัมผัสมากับลูกชาย(ผ่าตัด)ถือว่าคุณหมอและพยาบาลทุกท่านดี แผนกต่างๆทีได้ไป มีบางแผนกเท่านั้น ที่ไม่ค่อยโอเคร ท่านอยู่ฝ่ายบริการเรียกว่าด่านแรกๆของการที่มาโรงพยาบาลต้องติดต่อ แต่คำแนะนำและการพูดจา การทำงานไม่กระตือรือร้น ถามตอบแบบมะนาวไม่มีน้ำ ถ้าผู้มาติดต่อท่าน เขารู้และเข้าใจคงไม่ไปถามนะตอบเขาดีกันหน่อยนะ ตัวเองเจอที่แผนกหลังจากรับบัตรคิวรอแฟ้มนานมากๆถามว่าแฟ้มยังไม่มาหรือได้คำตอบว่าหาไม่เจอ แต่ก็ยังคงอยู่ตรงนั้นมิได่ไปไหน คือมันมากเกินเราถึงได้ถามเพราะคนมาทีหลังได้ไปหมดแร้ว ไม่ใช่มานั่งนอนถอดผมกันนะ,1
#มนุษย์ป้าแห่งเลิดสิน จะทำอะไรก็ ปรึกษากันก่อนได้ไหม รู้ว่าพวกคุณงานเยอะ งานยุ่ง งานเหนื่อย งานทั้งวัน แต่ทำงานชุ่ยๆแบบนี้ ชีวิตคนทั้งคนนะคะ ไม่สบายโอเครักษาให้หาย มีงาน มีเรียนไม่ได้ว่างมากจนต้องวิ่งไปวิ่งมา นู้นนี่ แล้วมีการบอกว่า อย่าเถียง อย่าเถียง อย่าเถียง เป็นบ้าหรอป้า ? ก็หมอบอกมาว่าแบบนี้แต่คุณกลับเถียง คืออะไรคะ ? แล้วถ้าเป็นคุณที่เป็นไข้แล้วโดนแบบนี้หละ,0
ขอโทษนะคะ บอกตรงๆเลยนะคะ คุณหมอที่เราไปหา เราก็ไม่ทราบนะว่าท่านตรวจรักษาแบบไหน คือนี่มา2ครั้ง อาการเหมือนกัน2ครั้ง เราป่วยเราก็อยากมาหาหมอมาหวังพึ่งหมอ คิดว่ายังไงสะหมอต้องรักษาและให้ยามากิน มันต้องดีขึ้น และดีกว่าเราไปซื้อยามากินเอง แต่สรุปคือเข้าพบหมอ บอกอาการคุณหมอ ให้คุณหมอดูแผล คุณหมอดูเสร็จไม่พูดอะไร จัดยาตามอาการให้เราเหมือนเดิม คือคุณหมอไม่คิดจะตรวจเช็คอะไรในตัวคนไข้บ้างเหรอคะ ที่คนไข้ทุกคนมาหาหมอก็เพื่อให่หมอตรวจเช็ค ว่าเราเป็นอะไร สาเหตุมาจากอะไร มีวิธีป้องกันหรือต้...,1
บอกเลยคะว่า เลิดดดดมากกกก เลิดสมชื่อโรงพยาบาลเลยจิงๆ บอกเลยคะว่าถ้าเราเปลี่ยนสถานพยาบาลได้ภายนัย 1 วินาทีเราจะเปลี่ยนทันทีคะ,0
โดยรวมแล้วก็โอเครคะแต่อยากฝากให้พยาบาลให้คุมอารมนิดหนึงค่ะเข้าใจนะว่าเหนื่อยแต่งานเราเป็นงานบริการนะคะ,1
คนไข้ถ่าย17รอบแม่งให้น้ำเกลือไม่ถึง1ใน4 แม่งบอกกับบ้านมาวันจันอีกที จรรยาบรรมีกันมั่งมั้ย แย่มากตั้งแต่ฝ่ายทะเบียนยันหมอ ไม่ยอมทำงานเปิดเสยพระ สทควรให้เค้าด่ากัน เคยเอาคำวิจาีไปไตร่ตรองปรับปรุงกันบ้างมั้ย เลวว,0
ตามที่ผมได้ไปใช้บริการก็หลาย ครั่ง หมอ และพยาบาล ผู้ช้วยบน ตึก25ชั้นผมยุ่ชั้น19 ก็บริการดีคับ #แต่ที่แย่ คือด้านบริการเอกสารและ #พวกที่ใส่ชุดสีเหลืองบริการได้ ห่วยแตกจริงๆ,0
ดีมากๆๆๆพยาบาลนี้ก้อเปงกันเองพูดจาดีๆๆมาก,1
ใช้ประกันสังคมที่นี้ห่วยมาก บอกหมอไอ เจ็บคอ เป็นหวัด เสือก ให้ ยาแก้ไอ พารา ยาแก้หวัดกูละ สาส สรุปกูก็ไม่หายเวรจิงๆๆ,0
"กระผมนายสายัณห์ จันทนรัตน์ เป็นบุคคลหนึ่งที่ใช้บริการรักษาพยาบาลที่รพ.เลิดสินมาตั้งแต่ปี2542ถึงปัจจุบันคุณหมอทุกท่านดูแลรักษาโรคที่เกิดขึ้น กับตัวผมแทบทุกโรคตามที่ท่านได้เรียนมา โรคลำไส้อุดตัน,กระดุกเท้าแตดและล่าสุดก็โรคหลอดเลือดหัวใจตีบผ่าน มาด้วยดีครับ *สุดท้ายนี้กระผมขอขอบพระคุณทุกท่านทีดูแลและรักษา ผมให้กับมาดำเนินชีวิตได้ตามปกติ*",1
บริการใช้ได้ครับ เสียดายที่จอดรถ น้อยไปนิด,1
ยังไม่ได้ใช้บิการทที่นี้แต่ได้ทราบว่ายังมีการทดลองสเต็มเ(ซลล์แล้วใช้ได้ผลดี,1
ก็ดืนะลูกสาวก็มาฝึ่งงานทึีนี้คะขอบคณนะคะที่ให้โอกาศ,1
ช่วยผมด้วยผมรักษาโรงพยาบาลเลิสบ่อยมากเรื่องถุงนำ้ดีครับผมไปตรวจหลายครั้งครั้งหนึ่งเคยให้ผมผ่าตัดแต่พอหมอพีเทพตรวจให้เูอาการให้แน่ใจอีกครั้งและตรวจจามที่แพทสั่งอุตตร้าซีทีมายัดนี้ก็ขัดเจนผมเป็นนิ้วถุงยำ้ดีมันอักเสบผมเป็นใข้ทุกวันมันเจ็บมาชายด้านขวาใข้ขึ้นทุกวันเลยแต่นัดผมผ่าปีหน้าเดิอนมกราแล้วผมต้องทดแบบนี้ไม่ต้องทำมาหากินหรือครับหมอที่นัดหมอหนุมผมก็บอกว่าผมเจ็บให้ยาแแก้อักเสบมา เป็นใข้เ้วยก็ทดเอาแล้วผมก็ทำอะไรไม่ได้ปมต้องหากินนะจะให้มันอักเสบแล้วตายไปเองหรือ เวลาผมเจ็บนอนไม่ได้ผมก็ได้แต่สาบแช่งให้เรื่องแบบนี้เกิดกับครอบครัวมันบ้างนะ,1
บริการดี คุณหมอและพยาบาลดูแลดีชอบค่ะ สถานที่เงียบสงบ สะอาดดี,1
ไม่ทราบว่า รปภ.ที่นี่เก็บทีาจอดรถเอาไว้ทำอะไรกันคะ. ดิฉันมาวันอาทิตย์ ตามนัดเพื่อมาฉีดยาตามกำหนด ที่จอดรถว่างเหมือนลานโล่งเลยค่ะ แต่รปภ.บอกว่าให้เอารถไปจอดใต้ทางด่วน ไม่ก็ไปจอด โรงแรมที่ติดกันแล้วซื้อกระทิงแดงให้ยาม สินบนใช่ไหมคะที่แนะนำมา ดิฉันอธิบายว่าดิฉันเป็นผู้ป่วยเอง ขับรถมาเอง ขอจอดเพื่อฉีดยาไม่เดิน1ชม. อล้วทีาสำคัญเหนือสิ่งอื่นใดคือ ทีาจอดมันว่างๆๆๆๆๆๆๆ อยู่เต็มสองตา ถ้าที่จอดเต็ม หรือในวันธรรมดาที่ผู้ป่วยเยอะ ดิฉันจะไม่เครงใจเท่ากับวันอาทิตย์ที่รถโล่ง แต่ไม่ให้จอด คุณเก็บพื้นที่เอาไว้เพื่ออะไรคะ หรือรอกระทิงแดงมายื่นให้,0
บริการแย่ ไม่เป็นระบบ วุ่นวายมาก บัตรคิวหลายขั้นตอน,0
พาแฟนมาหาหมอรับบัตรคิวตั่งแต่ 6โมง ตอยนนี้11 โมง ยังไม่เสร็จเลย ช้าจริงๆ หมอแมร้งก็มา 10โมง,0
บริการดี แต่ที่จอดรถไม่ค่อยมีเลย,1
เป็นโรคอะไรอะ ถามก็มีอาการมีสีหน้า บริการคนไข้ด้วยหน้าตาแบบนี้หรอ เรียนจบสูงกริยาต่ำนะค่ะ ชั้นสอง เคาท์เตอร์พยาบาล เบอร์14 มาเสียเงินค่ะ ไม่ได้ขอรักษาฟรี!!!! ต่ำ,0
ถ้ามีคะแนนติดลบนะ จะกดเปนคนแรกอ่ะ บริการแย่มาก สอบถามอะไรก็ไม่ได้เจ้าหน้าที่หน้าอย่างกับ... รอนานก็พอทนละ เคยป่วยเปนไข้มา5 วันทางคลินิคบอกให้ไปโรงพยาบาลแต่พอมาแล้ว ได้ยาแก้ไอกลับบ้านขวดเดียว สุดท้ายต้องเสียเงินรักษาโรงพยาบาลเอกชนถึงรู้ว่าปอดติดเชื้อ ปรับปรุงบ้างนะจร๊ ประกันสังคมก็เสียเดือนนึงหลายบาท!!,0
ห่วยแตก ย่าไปเลยโรงบาลนี้,0
เท่าที่อ่านบทวิจารณ์มานะครับ มีแต่หมอที่เก่งๆชมเชยครับ นอกนั้นต้องปรับปรุงหมดเลยแต่เท่าที่อ่านมายังไม่เห็นเจ้าหน้าที่มาตอบหรือรับทราบความคิดหรือบทวิจารณ์เลยครับว่าจะปฏิบัตหรือมีแนวทางแก้ไขอย่างไร อันนี้ลบกวนตอบครับ,0
แพทย์เวร ดีมาก เอาใจใส่คนไข้ และสอบถามอาการ เป็นอย่างดี อยากให้เป็นแบบนี้ตลอดไป,1
รีวิวไปแล้วจะมีผู้บริหาร รพ. มาอ่านมั้ย?? แต่ก็ขอเสนอว่าควรทำระบบจำกัดจำนวนผู้เข้าบริการต่อวัน เช่น แผนกละ 500 คนต่อวัน ฯลฯ ตามความเหมาะสมตามกำลังที่หมอ พยาบาลจะพร้อมให้บริการได้ มีระบบให้จองคิวล่วงหน้าทางออนไลน์ หรืออะไรก็ว่ากันไป ไม่งั้นคนก็มาแออัดกันทุกวันแบบไม่จำกัดจำนวน ต่างคนต่างเครียดจนอารมณ์เสียกันทุกฝ่าย ดูสิ...จนบ่ายโมงเจ้าหน้าที่ยังทำงานกันหน้าดำคร่ำเครียดเต็มแผนกกันอยู่เลย,0
แย่มากค่ะ ทำไมให้บริการแบบนั้ แฟนฉันโดนทำร้ายร่างกาย แล้วเขารู้สึกระบมยังไม่หาย วันนี้เลยไปหาหมอ หมอชื่อ พญ. วาชินี ! คนนี้แหละ จับๆ คลำๆ หัวบอกว่าไม่ได้เป็นอะไร ! ทั้งๆ ที่แฟนดิฉันปวดหัวข้างใน.ฉันงงมาก เดี๋ยวเจอแนบรูปหน้ากระดานแล้วกันนะคะ ว่าเขาเขียนใบรับรองแพทย์ยังไง,0
บริการแย่ บุคลากรห่วยไม่เข้าใจว่าทำไมห้องฉุกเฉินต้องจ่ายเงินก่อนถึงจะทำอะไรให้ หรือรอให้คนเจ็บตายก่อนหรอ โรงพยาบาลเพื่อรักษาคนหรือต้องการเงินอย่างเดียวครับ พยาบาลในห้องฉุกเฉินก็แย่พูดจาไม่ดีตะคอกใส่ กรุณาปรับปรุงด้วย,0
พนักงาน รปภ แยกมาก ผมบอกผมหายใจไม่ออกไม่ไหวแทนที่จะหาที่จอดให้ก่อนบอกให้วนกลับไปหาเองตรวจหาคนที่ตั้งใจทำงานหน่อยครับ แล้วควรใช้ความคิดว่าเคสไหนควรหรือไม่ควร,0
แม่ผมเข้ารับการผ่าแขนและเข่าจากโรงพยาบาลนี้ หมอมีความเชี่ยวชาญสูงมาก ราคาไม่แพง ขอบคุณมากๆครับ,1
"วันที่ 9/9/59 เวลา9โมงกว่า ได้ไปใช้สิทธิประกันสังคมครั้งแรก คนก็เยอะพอควร ต้องกรอกข้อมูลครั้งแรกแล้วก็ยื่นรอเรียกนานพอควรยุๆ เรียกเสดรับเอกสารไปชั้น3 (อาการหูอื้อมาก) ก็นั่งรอเรียกหน้าห้องตรวจหู สัก15-20นาทีถึงได้รับการตรวจ จุดนี้ที่ประทับใจสุดๆ อาจารย์หมอได้ทำการตรวจหูข้างขวาของผม(แทบไม่ได้ยิน) ก็ทำการรักษา ผลปรากฎว่า ""ขี้หูตัน"" ได้ทำการดูด แซะออกมา อาจารย์หมอทำได้นุ่มนวลมากๆ กลับมาได้ยินปกติดีๆ #ขอบคุณครับ ^^",1
การบริหารจัดการบกพร่อง ควรศึกษาดูงานของ สถาบันประสาท หรือ รพ.รามาดูบ้าง และทำไมยังใช้ฟิล์มเอกซเรย์แบบเก่าอยู่ สับสนและวุ่นวายหลายขั้นตอน รพ.รามายังใช้เอกซเรย์แบบออนไลน์เลยอ่ะ สะดวก รวดเร็ว และควรทำไคเซ็นในองค์กรด้วย สามารถส่งพนักงานอบรมได้ที่ สสท.,0
ไปกี่ครั้งๆก็ไม่เคยมีคัยพูดเพราะซักคน พูดหมาไม่แดกอีกต่างหากตั้งแต่จุดแลกบัตรยันคุณหมอคนตรวจ ยกตัวอย่างเช่น ย้ำ นี้คือเรื่องจริง ผมพาแฟนไปฝากท้อง ทุกคนคงรู้คือห้อง 303 ไม่มีคัยพูดเพราะซักคน จนแฟนเข้าตรวจหมอก้อตรวจตามปกติ แต่เลือนให้มาฝากใหม่วันที่24พอเราถามว่าวันที่11ต้องมาฟังผลเลือดไหม่คะแล้วคำที่หมอพูดออกมาคือ ถ้าคุณมีธุระกิร้อยล้านพันล้านคุณไม่ต้องมาก้อด้าย หรือไม่ก้อมาปกติ ในใจผมคือพูดได้คำเดียวเลยว่า ค..ย ถ้าไม่ไช่หมอกูเอาตีนยัดปากแล้วสัสพูดมาดัยไง โธ!!!พอยิ้งพูยิ้งหงุดหงิด,0
แอร์เย็นมากกก...พอดีเมื่อวานไปตรวจ2อย่างเลยรอนานหน่อยแต่บริการประทับใจค่ะ ไปคราวหน้าอย่าลืมเสื้อหนาวนะค่ะ,1
ดีเลิด@ครับ,1
ดีครับ แต่อยากให้พัฒนา การให้บริการให้ดีขึ้นไปเรื่อยๆ,1
หมอดี แต่พยาบาลบริการย่ำแย่ช้ามากๆ มาตั้งแต่9โมงเช้าบ่าย2ยังไม่เสร็จเลย บอกตรงๆเลยนะบริการไม่ได้เรื่อง,0
นานเกินไป2ชมน่าปรับปรุงใหม่,0
บริการเยี่ยม.สะดวกปลอดภัย,1
เพิ่งไปผ่าตัดเปิดหน้าท้องที่โรงพยาบาลเลิดสินค่ะ อยากฝากคำขอบพระคุณไปถึงคณะแพทย์และพยาบาลที่ให้การรักษาดูแล โดยเฉพาะคุณหมอมนัส รามเกียรติศักดิ์ คุณหมอฐิติ ชลแสนประเสริฐ คุณหมอศัลยแพทย์อีกท่านคุณหมอเกรียงศักดิ์(ไม่แน่ใจชื่อ) และคุณหมอผู้หญิงประจำวอร์ดที่ดิฉันไม่รู้ชื่อ รวมทั้งทีมแพทย์และพยาบาลเจ้าหน้าที่ช่วยเหลือคนป่วยทุกๆท่านที่แผนกนารีเวชที่ให้การดูแล ขอบพระคุณจริงๆค่ะ ทุกท่านดูแลเอาใจใส่ผู้ป่วยอย่างดิฉันเป็นอย่างดี เช็ดตัว ป้อนน้ำ หาอาหารให้กิน พูดคุยให้คำแนะนำ ดูแลทุกๆอย่างดีมากๆค่ะ,1
ที่คุณหมอ เก่งๆ นะคะ ฝากไข้ หายป่วยไว คะเชื่อ มือคุณหมอ คะ,1
พยาบาลฝ่ายกุมารมาแหกตาอ่านนะคะ กูจ่ายเงินเองกูไม่ได้ใข้สิทฉีดฟรีคิวเต้มเหี้ยไรพวกฟรีเต้มกะเต้มไปกูเสียเงินเองควรให้กูฉีดไม่ใช่หรอมาสองรอบบอกคิวเต้มๆหีเเตรดไรวะอิสัสจ่ยเงินนะไใาไมารอฉีดฟรีอิชั่ว,0
พนักงานตรวจสอบสิทธิ์ ห้อง 106 นิสัยแย่มากๆค่ะ พูดจาไม่ดีเลย ตะคอกใส่คนไข้ สันดานแย่นะค่ะ,0
ถึงแพทย์หญิงสิริมา เหมพรรณไพเราะ,0
ให้ย้ายเตรียงตอนนี้เนียน้ะ แทนที่จะให้คนที่มาให้ไปห้องที่มันว่าง ไม่ใช้ให้คนไข้คนอื่นมาย้ายแบบนี้น้ะค้ะ คือมันดึกแล้วคนไข้พักพอนแล้วอ้ะ ทำไม่จะต้องมาปลุก #ไม่เข้าใจจริงๆ,0
ปรับปรุงดีขึ้นกว่าเมื่อก่อนเยอะมาก บุคคลากรบริการดีขึ้นค่ะ,1
ไปใช้บริการที่โรงพยาบาลเลิดสินมา...อยากบอกว่าบริการแย่มากๆครับน่าจะอบรมเจ้าหน้าบ้างนะครับ...เน้นด้านบริการด้วยหัวใจนะครับ...ขอบคุณล่วงหน้า,0
คุณหมอชัยสิทธิ์ ใบไม้ รักษาดีมากพูดจาก็ดี,1
อยากทราบว่าพ่อเป็นกระดูกทับเส้นที่นีารักษาดีไหมค่ะ,0
ฉันคิดว่าหน้าห้องประกันสังคม101บริการไม่ค่อยประทับใจอยากให้ปรับปรุงค่ะฉันเจอเหตุการณ์เจ้าหน้าที่กับคนป่วยชาวต่างชาติถกเถียงกันเมื่อวานค่ะ...มันเป็นภาพที่ไม่ดี,0
ขอบคุณคุณหมอปิยะ ที่ดูแลรักษาแม่ผมจนอาการดีขึ้มามากๆและขอบคุณหมอพร้อมเจ้าหน้าที่ทุกๆท่านด้วยครับประทับใจมากๆ,1
เมื่อวานไปใช้บริการไม่เคยเจอแบบนี้เลยพอหาคุณหมอที่1เสดส่งมาหาคุณหมอตารอตั้งแต่เกือบ11โมงได้เข้าตรวจตอนบ่าย4โมง ไปตั้งแต่ตี5กว่า ไม่เข้าใจว่าทำไมถึงช้าขนาดนี้,0
ขอบอกแย่มากตั้งแต่ห้องทำบัตรเข้ามาพูดจาใช้ไม่ได้แค่คุณเห็นว่าเปนเด็กเลยใช้คำพูดและสายตาแปลกๆไม่เข้าใจว่าใช้สิทธได้การต้อนรับอย่างนี้หรือแต่ต้องขอโทดนะคะพยาบาลดีๆหมอดีๆเข้าก็มีแต่ที่เจอมีแต่ห่วยๆๆ,0
ถ้าหมอจะไล่คนไข้ขนาดนี้ ลาออกเถอะคะ,0
บุคลากรห้องคลอด บริการแย่ พูดจาดูถูก คนไข้ มีบางคนที่ดี แต่มีหลายคนที่แย่มากๆ หน้ายังกะยักษ์ พูดจาไม่น่าฟัง รวมอยู่ก็ทำภาพลักษณ์องค์กรแย่ ให้เรากรอกแบบสอบถามความคิดเห็นเราเขียนความจริงจากความรู้สึกไปก็รับไม่ได้ พูดไม่ดี เราเดินผ่านพอดีได้ยินกับหู แทนที่จะเอาไปพัฒนาบุคลากร สงสัยให้เขียนไปโยนทิ้งขยะและมั้ง ปัจจุบันย้ายประกันสังคมเลยคะไม่กลับไปใช้บริการที่นั้นอีกเลย,0
พนักงานแผนกบัตรพูดจาแย่มากๆๆๆต้องปรับปรุงพนักงานพูดจากับคนไข้,0
ทุกๆอย่างก้อดีนะคนไข้เยอะแต่ทุกคนก้อทำงานเต็มที่ เอาใจเค้ามาใส่ใจเรา เข้าใจคุณพยาบาลและพนักงานนะคะ,1
ทำงานช้ามากรอ2ชั่วโมงกว่ายังไม่ได้รับการรักษาเลยค่ะ,0
คนเยอะบริการไม่ประทับใจหมอพยายาลพูดจาไม่เพราะเลย,0
"วันนั้นคุณแม่ปวดท้อง,อาเจียน-ได้พาคุณแม่มา ฉุกเฉิน ร.พ.เลิดสิน คุณหมอและพยาบาล ตรวจดูอาการแม่จนเจอโรค-ตอนนี้แม่ได้เป็นคนป่วยของ ร.พ.เลิดสินคะ คุณหมอกำลังรักษาแม่อยู่..คุณหมอและพยาบาลดูแลดีมากคะ-รู้สึกประทับใจค่ะ คนป่วย ชื่อ นางละมัย ตระการจันทร์ รักษาอาการอยู่ชั้น.16 / เตียง 19 ค่ะ",1
การบริการเยื่ยมขนาดใช้สิทธิ์ 30 บาท ก็เหมือนคนใช้เงินจ่ายเอง ไม่มีแบ่งแยกคนไข้,1
ผมรักษาที่รพ.เลิดสินมาสิบกว่าปีแล้ว ใช้สิทธิ์ประกันสังคม มาตรวจจรักษาโรคเบาหวาน ความดัน คลอเรสเตอรอล หัวใจทางแผนกอายุรกรรม ผมเข้าใจครับว่าคนไข้ที่มารักษารพ.รัฐบาลมีจำนวนมากแต่บุคลากรทางการแพทย์มีน้อย ไม่เพียงพอ ทำให้ต้องใช้เวลารับการตรวจเป็นเวลานาน โดยปกติผมจะเข้ารับการตรวจทางแผนกอายุรกรรมโดยต้องพบคุณหมอ 2 ท่าน ใช้เวลาตั้งแต่ 7 โมงเช้ากว่าจะตรวจเสร็จทั้งสองหมอก็ประมาณเที่ยงหลังจากนั้นจึงไปรอรับยา แต่เมื่อวันที่ 12 ตค 2559 ผมได้ไปหาหมอแผนกประกันสังคมเนื่องจากปวดหลัง คุณหมอได้ส...,0
เหมือนที่นี่เป็นบ้าน ภรรยาอดีตเจ้าที่ของที่นี่ ไปทุกๆเดือน บางทีเดือนละหลายครั้ง ภรรยาใช้สิทธิ์ที่นี่ ขอบคุณกับบริการที่ดีๆเสมอมา,1
ชอบพยาบาลที่อยู่หน้าห้องศัลยกรรมตกแต่ง ชื่อ ป้าอุเทน พูดจาดีค่ะ ดูแลดี แต่โรงพยาบาลน่าจะทำที่จอดรถเพราะจะได้ไม่ต้องไปจอดริมถนน,0
บริการพม่าดีจังค่ะคนไทยเป็นชนกลุ่มน้อยเลยนั้งตรงที่ถวายความอาลัยก็ไม่ได้ทั้งๆที่ไม่มีสมุดถวายความอาลัยก็มาไล่เวลามาเอาใบส่งตัวก็เรื่องมาบ่นมาเร็วก็บ่นมาช้านางก็ไม่อยู่ที่แผนกโทรตามก็ไม่รับสายตกลงจะเอายังงัย...ที่นั้งก็น้อยจะให้ไปนั้งที่ไหน...เวรกรรมมีจริงขอให้พ่อแม่พวกคุณป่วยมั้งจะได้สำนึก...หรือไม่ก็เปลื่อนชื่อโรงบาลแล้วเลิกรับคนไทยรับต่างด่าวให้หมดเลยค่ะ,0
บางครั้งก็เจอหมอดีหลายครั้งทำเหมือนมาทำงานให้หมดไปวันๆไม่รู้มีปัญหาอะไรสุุมหัวอยู่,0
ทำงานเช้ามากโรคเดียวนัด3วัน วันแรกหมอตรวจ วันที่สองเอ็กสเรย์ วันที่สามฟังผล แล้วรอรับยานานมาก เจ้าหน้าที่น่าห้องตรวจก็พูดจาไม่ดี,0
ดีมาก,1
"ผมชอบ โรงพยาบาลเลิดสิน นี้มากพยาบาล หญิง,ชาย สนใจผป่วยที่ได้มา โรงพยาบาลเลิดสิน ที่นี่คอยดูแลคนที่มาใช้สถานที่โรงพยาบาลคอยถามและกดคิวให้ผู้มาใช้และให้ความแนะนำกับคนป่วยรึคนทั้วไปครับ ผมคนพิการพยาบาลหญิงยังมาช่วยผมเข็นรถไปจอดตรงนี้และพยาบาลยังไปเอาใบบัตรที่จะไปพบหมอมาให้ผมคนพิการคนนี้ด้วยครับ...ผมขอขอบคุณพยาบาล หญิง,ชาย เป็นอย่างมากครับ...จาก คิม",1
คนไข้วอดให้ลงมารอตรวจหูคอจมูกตั้งแต่เก้าโมงครึ่งเสร็จแม่งเที่ยงครึ่ง สุดยอดไหมล่ะ,0
หมอตรวจไม่ละเอียดพูดไม่มีหางเสียงบริการไม่ประทับใจเลยคะ,0
พานัองมารักษามะเร็งกระดูกแพทย์และพยาบาลทำหน้าที่ และดูแลได้ดีมากครับขอบคุณมากครับความสะอาดก็ดีมาก ครับ,1
ผมว่าดีมากครับ หมอท่านดีมากเมตตา ตรวจ ถามอาการอย่างดีมาก พยาบาลมีน้ำใจดีมาก เจ้าหนัาที่เอาใจใส่ผู้ป่วยหรือแม้ญาติที่มาด้วยอย่างดียิ่งครับ,1
บริการแย่มาก หมอก็โคตรแย่ ไปหาเพราะปวดท้องถามแค่ปวดตรงไหน พอเราบอก เดียวเอายาไปกินนะหมออธิบายไปก็ไม่เข้าใจ คือนู๋โง่มากเลยเหรอค่ะ คือเอายามากินก็ยังปวด กินจนยาหมดก็ยังไม่หาย ต่อจากนี้ให้ตายก็คงไม่ไปอีก,1
ไปหาหมอ ถามแค่ว่าเป็นอะไร เอายาไปทาแค่นั้นจริงๆค่ะ ไม่ถามอย่างอื่นเลยถ้าแค่ยาทาซื้อเองก็ได้ค่ะตรวจไม่ถึง1นาทีเสร็จงงมาก,0
ผู้หญิงกินน้ำลายผู้ชายไปตอนที่จูบกันทำให้หญิงท้องได้เหรอ?,1
ดีมาก คิวรอยานานไปหน่อย,1
ข้าราชการรับเงินเดือนจากภาษีของประชาชน ขอร้องช่วยมองว่าการบริการประชาชนเป็นหน้าที่ที่ต้องรับผิดชอบหน่อยครับ ไม่ใช่ปล่อยให้ประชาชนไปนั่งรอ...,1
ดีครับชอบมากมายถึงคนจะเยอะไปหน่อยก็เถอะ,1
ลูกสาวพึ่งออกจากรพ.เมื่อวานขอบคุณเจ้าที่หน้าบริการดีมากเลย ขอบคุณพี่ๆพยาบาลทุกคนชั้น10ที่ดูแลเด็กๆอย่างดีเยี่ยม ขอบคุณหมอ ที่รักษาลูกสาวหายดี ขอบคณคะ,1
เปนคนไข้โรงบาลเลิดสินมาสีบกว่าปีแล้วคับรักษาดีคับ ไม่คิดจะย้ายโรงบาลคับ ขอขอบคุณ เจ้าหน้าที่คับ ที่รักษา ผมมาสิบกว่าปีทีผ่านมา จวบจนถึงวันที่4/10/2559คับ ขอขอบพระคุณคับ,1
โรงพยาบาลที่มีชื่อเสียงด้านรักษากระดูกดีมากอันดับหนึ่งของไทยและก็มีชื่อเสียงด้านการบริการที่แย่พอๆ กัน...,0
สวัสดีครับ..ไม่ทราบว่าเลิดสิน มีหมอเแฉพาะทางเกี่ยวกับรักษาโรคเท้าแบน/โรคเท้าเป็ดของเด็ก ไหมครับ ถ้ามีคุณหมอออกตรวจวันไหนครับ,1
รบกวนขอสอบถามเรื่อง การรักษากระดูกงอกที่ฝ่าเท้า มีขนาด ประมาณ เส้นผ่าศูนย์กลาง 2 นิ้ว จะรักษากับอาจารย์ท่านไหนดี รบกวนช่วยแนะนำ ด้วยนะค่ะ ขณะนี้เวลาเดินมีอาการปวด แต่ ผ่านการผ่าตัด และ การเจาะ ก้อนเนื้อแล้ว ไม่ใช่เนื้อร้าย ก้อนกระดูกนี้มีผลกับการใช้ชีวิตประจำมาก จึงจำเป็นต้องได้รักษาโดยด่วน และทราบว่าทางโรงพยาบาลเลิดสินมีอาจารย์ที่มีความชำนาญและประสบการณ์ทางด้านกระดูก จึงขอความกรุณา และรบกวน ตอบด่วน เพื่อจะได้เดินทางเข้ารับการรักษาโดยด่วน หาก วันที่ 23 มิถุนายน นี้ จะเดินเข้าไปรับคำแนะนำ ตรวจ และรักษา ต่อไป ไม่ทราบว่าจะมีขั้นตอนในดำเนินการอย่างไร ค่ะ,1
ใชับริการแผนกออร์โธปิดิกค่ะบริการดีค่ะหมอพยาบาลเอาใจใส่คนไข้ดีค่ะเคยผ่าตัดเข่าพักฟี้นที่ ศกญ พยาบาลดีมากน่ารักทุกคนค่ะ แต่อยากให้เปลี่ยนการยื่นแฟ้มประวัติเพื่อรอใบนัดเป็นแบบเดิมที่วางแฟ้มใส่ตระกร้าแล้วหาที่นั่งรอแทนแบบยืนต่อแถว คนป่วยอ่ะค่ะก็คือคนป่วย ที่ไม่แข็งแรงยืนไม่ไหวค่ะ ขอบคุณสำหรับบริการที่ประทับใจค่ะ,1
รู้สึกงง และรู้แย่มากเลยเขาไม่บอกลายละเอียดให้คิดเอง งงเอง เขาจะไม่ใส่ใจฉันชึ่งเป็นคนไข้,0
